MSOA_code,LowFruit ,LowFruitLCI,LowFruitUCI,LowVeg,LowVegLCI,LowVegUCI,LowFV,LowFVLCI,LowFVUCI,HighSSB,HighSSBLCI,HighSSBUCI
E02000971,60.38951724,54.88,66.14,19.56123972,12.8,29.62,8.09766557,3.71,17.12,14.1940686,6.75,27.49
E02000972,64.81120505,59.5,70.24,22.95843638,15.25,34.02,9.889023845,4.58,20.47,15.6118971,7.49,29.78
E02000973,60.53642506,55.03,66.28,20.67915353,13.6,31.09,8.56616111,3.93,18.01,12.6199775,5.94,24.87
E02000974,60.25200806,54.73,66.01,19.64536059,12.86,29.73,8.130548446,3.72,17.19,14.6205984,6.97,28.19
E02000975,60.85319928,55.36,66.58,19.8029736,12.97,29.94,8.110590816,3.71,17.15,14.8467303,7.08,28.55
E02000976,60.92158098,55.43,66.64,20.15914273,13.23,30.41,8.314570547,3.81,17.54,14.3336917,6.82,27.72
E02000977,60.24123053,54.72,66,20.40600503,13.4,30.73,8.798611703,4.05,18.45,10.7347955,5,21.61
E02000978,58.37257185,52.8,64.25,18.49639331,12.05,28.2,7.559401059,3.45,16.09,15.307992,7.33,29.29
E02000979,61.18101672,55.7,66.88,21.09018947,13.89,31.62,8.960856303,4.12,18.75,12.7963143,6.03,25.17
E02000980,62.97262113,57.57,68.55,22.97563594,15.26,34.04,9.945115367,4.6,20.57,12.2822987,5.77,24.3
E02000981,61.07435117,55.59,66.78,20.99754734,13.83,31.5,8.731625191,4.01,18.32,13.7218825,6.5,26.71
E02000982,63.89317,58.53,69.4,23.57341397,15.7,34.8,10.2909187,4.77,21.2,12.4063112,5.83,24.51
E02000983,63.40225347,58.02,68.94,22.97582334,15.26,34.04,9.931814832,4.6,20.55,12.8196496,6.04,25.21
E02000984,48.14989934,42.55,54.34,13.57712992,8.66,21.37,4.799066871,2.16,10.57,9.5000136,4.39,19.39
E02000985,47.78823335,42.2,53.98,14.06731695,8.99,22.07,5.043119382,2.27,11.08,8.7952742,4.05,18.1
E02000986,50.68005378,45.05,56.84,15.02476335,9.64,23.43,5.557698844,2.51,12.13,11.0225311,5.14,22.11
E02000987,54.17836544,48.54,60.24,17.56505937,11.4,26.94,6.95375535,3.16,14.91,11.1899036,5.22,22.41
E02000988,56.08541897,50.46,62.07,18.12183361,11.79,27.69,7.306189608,3.33,15.6,12.846583,6.06,25.25
E02000989,47.54995343,41.97,53.74,13.97204287,8.93,21.94,4.992174063,2.25,10.97,8.6559059,3.98,17.84
E02000990,50.83539996,45.2,56.99,15.14766123,9.73,23.6,5.653401916,2.55,12.32,10.586755,4.92,21.35
E02000991,50.89874469,45.26,57.05,15.03260363,9.65,23.44,5.571771659,2.51,12.16,11.3651701,5.31,22.71
E02000992,49.49556119,43.88,55.67,14.65830838,9.39,22.91,5.380907176,2.43,11.77,9.7442586,4.51,19.84
E02000993,63.0675188,57.67,68.63,22.72852623,15.08,33.73,9.845411701,4.56,20.39,14.1594037,6.73,27.43
E02000994,60.4567967,54.95,66.21,20.62447557,13.56,31.02,8.730633312,4.01,18.32,13.5372284,6.41,26.41
E02000995,54.44072191,48.8,60.49,17.76106028,11.53,27.2,7.152382939,3.26,15.3,10.6336176,4.95,21.43
E02000996,62.90311078,57.49,68.48,22.97946335,15.26,34.05,10.04209308,4.65,20.75,13.1425675,6.21,25.75
E02000997,52.16163002,46.52,58.28,16.29157023,10.51,25.19,6.341766875,2.87,13.7,10.1515561,4.71,20.57
E02000998,57.7682494,52.18,63.67,18.63394288,12.15,28.38,7.528806985,3.44,16.03,14.4905219,6.9,27.98
E02000999,65.45576957,60.18,70.83,24.29589038,16.23,35.7,10.72113208,4.99,21.97,14.9010834,7.11,28.64
E02001000,55.33206252,49.7,61.35,17.91568007,11.64,27.41,7.101719946,3.23,15.2,12.6217835,5.94,24.87
E02001001,53.79607553,48.15,59.87,16.43338786,10.61,25.39,6.365107662,2.89,13.75,12.6221656,5.94,24.87
E02001002,54.05065897,48.41,60.12,17.42079478,11.3,26.74,6.942189893,3.16,14.89,11.3233659,5.29,22.64
E02001003,47.39797049,41.82,53.59,13.47335525,8.59,21.22,4.742273791,2.13,10.45,8.7728037,4.04,18.06
E02001004,60.67668242,55.17,66.41,20.54218506,13.5,30.91,8.797854604,4.05,18.45,13.4258202,6.35,26.22
E02001005,58.59181566,53.02,64.45,19.08620645,12.46,28.99,7.866543345,3.6,16.68,14.2890558,6.8,27.65
E02001006,55.7803787,50.15,61.78,17.19707739,11.14,26.44,6.833572196,3.11,14.68,13.280398,6.28,25.98
E02001007,50.87924329,45.24,57.03,15.69527778,10.1,24.37,5.953558905,2.69,12.93,10.2936767,4.78,20.82
E02001008,60.98571989,55.49,66.7,20.65667289,13.58,31.06,8.893839004,4.09,18.63,13.6490047,6.47,26.59
E02001009,55.77360562,50.15,61.77,18.1655892,11.82,27.75,7.329130702,3.34,15.65,11.8644697,5.56,23.58
E02001010,57.52664094,51.93,63.44,18.56368844,12.1,28.29,7.547684627,3.45,16.07,14.0009458,6.65,27.17
E02001011,49.8135708,44.19,55.98,14.41404461,9.23,22.57,5.253421368,2.37,11.51,10.4210155,4.84,21.05
E02001012,55.56183225,49.93,61.57,17.67368343,11.47,27.09,7.114778324,3.24,15.23,12.8651048,6.07,25.28
E02001013,49.55496327,43.93,55.73,14.54034131,9.31,22.74,5.33862049,2.41,11.68,9.8775443,4.57,20.08
E02001014,54.80138823,49.16,60.84,17.85356842,11.6,27.33,7.15027671,3.26,15.3,11.5399542,5.4,23.02
E02001015,56.47149131,50.86,62.44,18.9905989,12.4,28.86,7.718171296,3.53,16.4,12.1651516,5.71,24.1
E02001016,61.73934143,56.28,67.4,22.02603946,14.57,32.83,9.502187668,4.39,19.76,13.5698759,6.43,26.46
E02001017,53.73689876,48.09,59.81,16.95339464,10.97,26.1,6.644777963,3.02,14.3,11.9914546,5.62,23.8
E02001018,50.72484116,45.09,56.88,14.8462247,9.52,23.18,5.530032134,2.49,12.07,11.0481868,5.15,22.16
E02001019,52.26729552,46.62,58.39,15.97235521,10.29,24.75,6.105115373,2.76,13.23,11.0002877,5.13,22.08
E02001020,46.77327021,41.21,52.96,13.76959267,8.79,21.65,4.882145778,2.19,10.74,7.8296611,3.58,16.3
E02001021,48.12983422,42.53,54.32,13.79948599,8.81,21.69,4.904321631,2.2,10.79,9.3844674,4.33,19.18
E02001022,51.57039582,45.93,57.71,16.07934692,10.37,24.9,6.146018181,2.78,13.31,10.5322376,4.9,21.25
E02001023,52.35385293,46.71,58.47,16.58408802,10.72,25.6,6.511074942,2.95,14.04,10.3353403,4.8,20.9
E02001024,50.02036306,44.39,56.19,14.64641655,9.39,22.89,5.384249038,2.43,11.77,10.7062474,4.98,21.56
E02001025,59.47944693,53.94,65.29,20.82457507,13.7,31.28,8.793841083,4.04,18.44,12.8407482,6.05,25.24
E02001026,57.51680091,51.92,63.43,18.3996432,11.98,28.07,7.418610174,3.38,15.82,14.3201237,6.81,27.7
E02001027,54.99255475,49.36,61.02,17.11018178,11.08,26.32,6.676017566,3.03,14.37,13.3145888,6.29,26.04
E02001028,46.2973703,40.75,52.49,13.27032987,8.46,20.93,4.620330618,2.07,10.2,7.989755,3.66,16.6
E02001029,56.18546458,50.57,62.17,17.96594155,11.68,27.48,7.213612246,3.29,15.42,13.3467553,6.31,26.09
E02001030,49.60408764,43.98,55.78,14.57503866,9.34,22.79,5.357800512,2.41,11.72,10.1639568,4.71,20.59
E02001031,54.02934559,48.39,60.1,17.05067401,11.04,26.24,6.712116711,3.05,14.44,11.502461,5.38,22.95
E02001032,51.27976293,45.64,57.42,15.65680017,10.08,24.31,5.906093454,2.67,12.83,11.4325093,5.34,22.83
E02001033,55.84417787,50.22,61.84,17.85969901,11.6,27.34,7.141538737,3.25,15.28,13.1520045,6.21,25.77
E02001034,59.89975891,54.37,65.68,20.78845648,13.68,31.23,8.697288745,4,18.26,13.455577,6.37,26.27
E02001035,48.51015863,42.91,54.69,14.25037981,9.12,22.33,5.147274144,2.32,11.29,9.5610269,4.42,19.5
E02001036,54.78280832,49.15,60.82,17.30172786,11.21,26.58,6.85270551,3.12,14.71,12.4838918,5.87,24.64
E02001037,47.75201895,42.16,53.94,13.63119927,8.7,21.45,4.813950787,2.16,10.6,8.7972948,4.05,18.11
E02001038,54.63890975,49,60.68,17.6409322,11.45,27.04,6.964654785,3.17,14.93,11.5210354,5.39,22.99
E02001039,58.6696565,53.1,64.53,20.01531882,13.12,30.22,8.363631356,3.84,17.63,13.0404328,6.15,25.58
E02001040,49.38345225,43.76,55.56,14.31130447,9.16,22.42,5.178129641,2.33,11.35,10.3387435,4.8,20.9
E02001041,55.37328332,49.74,61.39,17.98793554,11.69,27.51,7.152367446,3.26,15.3,12.0031151,5.63,23.82
E02001042,52.58361453,46.94,58.7,16.0535726,10.35,24.86,6.122451622,2.77,13.27,10.9425314,5.1,21.97
E02001043,53.33727487,47.69,59.43,16.85423472,10.9,25.97,6.573288286,2.98,14.16,11.107355,5.18,22.26
E02001044,52.23589381,46.59,58.36,15.09633158,9.69,23.53,5.641426,2.55,12.3,12.0237175,5.64,23.85
E02001045,60.42921073,54.92,66.18,21.91340627,14.49,32.69,9.30613927,4.29,19.4,12.3878942,5.82,24.48
E02001046,61.08688447,55.6,66.79,21.59501581,14.26,32.28,9.136499552,4.21,19.08,13.6476315,6.47,26.59
E02001047,59.85779647,54.33,65.64,21.06232663,13.87,31.59,8.853493554,4.07,18.55,12.7026061,5.98,25.01
E02001048,55.7609037,50.14,61.76,17.4637996,11.33,26.8,6.889126958,3.13,14.79,12.9653826,6.12,25.45
E02001049,55.00992631,49.38,61.04,18.00871968,11.71,27.54,7.197582045,3.28,15.39,11.9611848,5.61,23.75
E02001050,60.42114797,54.91,66.17,20.45293957,13.44,30.79,8.511988037,3.91,17.91,13.9322288,6.61,27.06
E02001051,55.90702338,50.28,61.9,17.84548603,11.59,27.32,7.127405931,3.25,15.25,12.7835119,6.02,25.15
E02001052,58.30249976,52.73,64.18,18.40624306,11.99,28.07,7.45591387,3.4,15.89,13.8493466,6.57,26.93
E02001053,66.82416048,61.64,72.08,25.31977584,16.99,36.97,11.16516977,5.21,22.76,14.1996503,6.75,27.5
E02001055,60.40281854,54.89,66.16,21.42405939,14.13,32.06,8.996758674,4.14,18.82,13.0145931,6.14,25.54
E02001056,65.1711675,59.88,70.57,24.64460712,16.49,36.14,10.86525447,5.06,22.23,13.1957176,6.23,25.84
E02001057,68.12310987,63.03,73.25,25.45394704,17.09,37.14,10.89926057,5.08,22.29,17.6708783,8.58,32.97
E02001059,65.19465509,59.91,70.59,23.62870066,15.74,34.87,10.22097812,4.74,21.07,15.0172197,7.17,28.83
E02001061,61.67062851,56.21,67.34,21.9089562,14.48,32.68,9.327502594,4.3,19.44,12.9919589,6.13,25.5
E02001062,70.95203174,66.08,75.79,27.43288345,18.58,39.54,12.49055965,5.87,25.08,17.6338724,8.56,32.92
E02001063,72.61001157,67.89,77.26,27.67824824,18.77,39.84,12.55975606,5.91,25.2,24.4407979,12.39,42.57
E02001064,63.43481756,58.05,68.97,22.63304629,15.01,33.61,9.819461474,4.54,20.34,13.5089695,6.39,26.36
E02001065,57.66711961,52.08,63.58,18.66600883,12.17,28.42,7.569498469,3.46,16.11,13.8477918,6.57,26.92
E02001066,67.99229615,62.89,73.13,24.28052831,16.22,35.69,10.65170491,4.95,21.85,22.4865044,11.26,39.94
E02001067,65.49270908,60.22,70.86,23.85357698,15.9,35.15,10.45232456,4.85,21.49,14.4120686,6.86,27.85
E02001068,68.84292095,63.8,73.9,26.05875052,17.54,37.88,11.80306878,5.53,23.89,15.4966805,7.42,29.59
E02001069,67.77906761,62.66,72.94,24.43236353,16.33,35.87,10.70403891,4.98,21.94,19.9621566,9.83,36.37
E02001070,68.12511398,63.03,73.25,24.79202284,16.6,36.32,10.94870295,5.1,22.38,22.8128735,11.45,40.38
E02001071,59.63015313,54.09,65.43,19.10427757,12.48,29.01,7.867486882,3.6,16.68,14.3487264,6.83,27.74
E02001072,60.17581837,54.66,65.94,19.68193664,12.89,29.78,8.015061386,3.67,16.97,14.7549857,7.04,28.4
E02001073,55.62296531,50,61.63,17.04443584,11.03,26.23,6.537062653,2.97,14.09,13.0045202,6.14,25.52
E02001074,61.82920481,56.37,67.49,21.68976726,14.32,32.4,9.211806205,4.25,19.22,14.6009198,6.96,28.15
E02001075,58.91402133,53.35,64.76,18.80525203,12.27,28.61,7.6499579,3.49,16.27,14.5348486,6.92,28.05
E02001076,70.89187873,66.02,75.73,25.19652146,16.9,36.82,11.15690661,5.2,22.75,27.2916269,14.1,46.25
E02001077,54.99562502,49.36,61.03,16.93687716,10.96,26.08,6.52697311,2.96,14.07,12.4442166,5.85,24.57
E02001078,55.70145055,50.07,61.7,17.46909875,11.33,26.81,6.92460637,3.15,14.86,13.166657,6.22,25.79
E02001079,65.1148555,59.82,70.52,23.68118462,15.78,34.93,10.33435069,4.8,21.28,17.2562985,8.36,32.34
E02001080,67.85439242,62.74,73.01,23.91745861,15.95,35.23,10.33652234,4.8,21.28,23.3906069,11.78,41.17
E02001081,54.95578613,49.32,60.99,17.2108042,11.15,26.46,6.708638745,3.05,14.43,11.2601376,5.26,22.53
E02001082,61.69937892,56.24,67.37,21.02550516,13.85,31.54,8.491052841,3.9,17.87,16.9799465,8.21,31.92
E02001083,62.06734911,56.62,67.71,21.13868879,13.93,31.69,8.490075183,3.9,17.87,15.9379799,7.66,30.29
E02001084,61.2038754,55.72,66.9,20.94764535,13.79,31.44,8.713039752,4,18.29,16.3295581,7.86,30.91
E02001085,62.96482577,57.56,68.54,23.09546005,15.35,34.19,10.0115504,4.64,20.69,13.3758205,6.33,26.14
E02001086,59.80486947,54.27,65.59,20.55548347,13.51,30.93,8.440302146,3.87,17.78,12.9798475,6.12,25.48
E02001087,54.32470347,48.68,60.38,16.73677004,10.82,25.81,6.411216071,2.91,13.84,11.497417,5.38,22.94
E02001088,60.37245826,54.86,66.13,21.21642186,13.98,31.79,8.894346466,4.09,18.63,12.8203866,6.04,25.21
E02001089,52.30114816,46.66,58.42,15.50856488,9.97,24.1,5.784231701,2.61,12.59,11.7390203,5.5,23.36
E02001090,53.58202919,47.94,59.66,16.92030648,10.95,26.06,6.55866906,2.98,14.13,11.0479193,5.15,22.16
E02001091,56.16414274,50.54,62.15,18.61029061,12.13,28.35,7.503256869,3.42,15.98,11.8079468,5.53,23.48
E02001092,60.23558368,54.72,66,21.02144097,13.84,31.53,8.831625438,4.06,18.51,13.3394671,6.31,26.08
E02001093,63.16114866,57.76,68.72,23.13734344,15.38,34.25,9.940210151,4.6,20.56,13.4120911,6.34,26.2
E02001094,67.31993858,62.17,72.52,25.73343905,17.3,37.48,11.45596161,5.35,23.28,13.9605356,6.63,27.11
E02001095,61.45194472,55.98,67.13,22.12898701,14.64,32.96,9.433043136,4.35,19.63,12.9368256,6.1,25.41
E02001096,58.71402707,53.15,64.57,20.40967872,13.4,30.73,8.517540098,3.91,17.92,12.4952861,5.88,24.66
E02001097,61.17918451,55.7,66.88,21.80500093,14.41,32.55,9.24111034,4.26,19.28,13.1767965,6.22,25.81
E02001098,50.05683083,44.43,56.22,15.74100642,10.13,24.43,5.961396019,2.7,12.94,9.5171301,4.4,19.42
E02001099,53.4086415,47.76,59.5,17.02997831,11.02,26.21,6.664455188,3.03,14.34,11.1760074,5.22,22.38
E02001100,50.58977548,44.96,56.75,15.54451252,10,24.15,5.860108508,2.65,12.74,9.9975208,4.63,20.29
E02001101,49.09188081,43.48,55.27,14.70226277,9.42,22.97,5.416464847,2.44,11.84,9.5748919,4.43,19.53
E02001102,50.83543392,45.2,56.99,14.93479664,9.58,23.3,5.529712309,2.49,12.07,11.6098461,5.43,23.14
E02001103,49.02731149,43.41,55.21,14.73251863,9.44,23.02,5.442959261,2.45,11.89,8.7841679,4.04,18.08
E02001104,54.56245771,48.92,60.61,17.19794744,11.14,26.44,6.838723632,3.11,14.69,12.2643575,5.76,24.27
E02001105,52.04359993,46.4,58.17,16.54232812,10.69,25.54,6.430900135,2.92,13.88,10.249507,4.76,20.74
E02001106,52.51086641,46.87,58.62,16.57462736,10.71,25.58,6.398401169,2.9,13.82,11.0990053,5.18,22.25
E02001107,53.17071493,47.53,59.27,16.26043435,10.49,25.15,6.298952254,2.85,13.62,12.1365776,5.7,24.05
E02001108,60.41522175,54.9,66.17,21.05628764,13.87,31.58,8.880632191,4.09,18.6,14.0387082,6.67,27.24
E02001109,56.99556448,51.39,62.94,19.12580463,12.49,29.04,7.84010054,3.59,16.63,12.6694199,5.97,24.95
E02001110,48.08127172,42.49,54.27,13.86982612,8.86,21.79,4.931006431,2.22,10.84,8.8505186,4.07,18.2
E02001111,66.06315154,60.83,71.38,24.57101784,16.43,36.05,10.92271554,5.09,22.33,14.1537279,6.73,27.43
E02001112,47.89294231,42.3,54.08,13.57219931,8.66,21.37,4.791530752,2.15,10.56,10.0350665,4.65,20.36
E02001113,60.52699839,55.02,66.27,19.33136091,12.64,29.31,8.271692484,3.79,17.46,15.1355523,7.24,29.02
E02001114,55.04357027,49.41,61.07,17.53372234,11.37,26.9,6.99142343,3.18,14.99,12.2245195,5.74,24.2
E02001115,53.00610245,47.36,59.11,16.81072404,10.87,25.91,6.552778527,2.97,14.12,11.5193418,5.39,22.98
E02001116,55.20239813,49.57,61.23,16.46210072,10.63,25.43,6.404847402,2.9,13.83,14.0202483,6.66,27.21
E02001117,49.66142147,44.04,55.83,14.8361848,9.52,23.16,5.487008627,2.47,11.98,9.2953344,4.29,19.02
E02001118,49.5280572,43.91,55.7,14.8383037,9.52,23.16,5.476295732,2.47,11.96,9.9019063,4.59,20.12
E02001119,58.51353629,52.94,64.38,18.10048143,11.77,27.66,7.520280037,3.43,16.02,14.6433124,6.98,28.22
E02001121,59.51900875,53.98,65.33,18.85184091,12.3,28.67,7.837939093,3.58,16.63,15.2809741,7.31,29.25
E02001123,59.89964229,54.37,65.68,20.81638562,13.7,31.27,8.818176736,4.06,18.49,12.9647065,6.12,25.45
E02001124,59.203331,53.65,65.03,20.32224699,13.34,30.62,8.517314773,3.91,17.92,13.1019193,6.19,25.68
E02001125,53.04421953,47.4,59.14,16.29976742,10.52,25.2,6.265816231,2.84,13.55,12.4003777,5.83,24.5
E02001126,61.73327702,56.27,67.4,21.60807272,14.27,32.29,9.223050682,4.25,19.24,14.2881437,6.8,27.65
E02001127,61.83541009,56.38,67.49,22.26267841,14.74,33.13,9.673066796,4.47,20.07,13.2306811,6.25,25.9
E02001128,53.47732819,47.83,59.56,16.92256282,10.95,26.06,6.582039778,2.99,14.18,12.2735152,5.77,24.28
E02001129,57.98004343,52.4,63.87,19.6458358,12.86,29.73,8.061850571,3.69,17.06,13.3025158,6.29,26.02
E02001130,51.65026765,46.01,57.79,16.24021325,10.48,25.12,6.284337166,2.85,13.59,10.5334838,4.9,21.25
E02001131,51.04521105,45.41,57.19,15.76156521,10.15,24.46,5.987648901,2.71,13,10.7291144,4.99,21.6
E02001132,52.68897558,47.04,58.8,16.36004825,10.56,25.29,6.290416824,2.85,13.6,11.1546155,5.21,22.35
E02001133,50.42376255,44.79,56.58,14.96638447,9.6,23.35,5.558734845,2.51,12.13,10.4469847,4.85,21.1
E02001134,48.8538016,43.24,55.04,14.30577319,9.15,22.41,5.161599188,2.32,11.32,9.8172535,4.54,19.97
E02001135,62.384949,56.95,68,22.03336473,14.57,32.84,9.583527999,4.43,19.91,13.490545,6.38,26.33
E02001136,52.43395063,46.79,58.55,16.24282707,10.48,25.12,6.259667735,2.84,13.54,11.3021824,5.28,22.6
E02001137,48.99979007,43.39,55.18,14.15325603,9.05,22.2,5.09996852,2.3,11.19,10.2672712,4.77,20.78
E02001138,49.12380351,43.51,55.3,14.66277949,9.4,22.92,5.384129506,2.43,11.77,9.385829,4.33,19.19
E02001139,57.64009205,52.05,63.55,17.96676334,11.68,27.48,7.342695098,3.35,15.67,14.462856,6.89,27.93
E02001140,57.53649513,51.94,63.45,19.08344922,12.46,28.98,7.845687021,3.59,16.64,13.1005115,6.19,25.68
E02001141,61.33673224,55.86,67.03,20.94852108,13.79,31.44,8.901245959,4.1,18.64,14.5536446,6.93,28.08
E02001142,48.10694046,42.51,54.29,14.03803639,8.97,22.03,5.027836752,2.26,11.04,8.8733908,4.08,18.25
E02001143,59.22656648,53.68,65.05,19.69344559,12.89,29.79,8.253655486,3.78,17.42,13.9787143,6.64,27.14
E02001144,54.35224119,48.71,60.41,17.40812135,11.29,26.72,6.887281311,3.13,14.78,12.0913729,5.67,23.97
E02001145,51.62474754,45.98,57.76,15.82654707,10.19,24.55,6.028833298,2.73,13.08,10.7443532,5,21.62
E02001146,57.06580608,51.46,63.01,17.89817976,11.63,27.39,7.252890784,3.31,15.5,14.0100397,6.65,27.19
E02001147,60.7184169,55.22,66.45,21.37207143,14.1,31.99,9.159773543,4.22,19.12,12.9972913,6.13,25.51
E02001148,53.26456495,47.62,59.36,16.762248,10.84,25.84,6.51078782,2.95,14.04,11.5063583,5.38,22.96
E02001149,58.57446842,53.01,64.44,20.22908638,13.28,30.5,8.374401957,3.84,17.65,12.9088032,6.09,25.36
E02001150,57.35299842,51.75,63.28,19.42618098,12.7,29.44,8.043683533,3.68,17.02,12.3279191,5.79,24.37
E02001151,52.13750215,46.49,58.26,15.92774679,10.26,24.69,6.065264521,2.74,13.15,11.6089288,5.43,23.14
E02001152,56.31176829,50.69,62.29,18.68782163,12.18,28.45,7.58452887,3.46,16.14,12.438774,5.85,24.56
E02001153,61.44298237,55.97,67.13,22.25691172,14.74,33.13,9.512324712,4.39,19.78,12.8948331,6.08,25.33
E02001154,54.27299879,48.63,60.33,17.15276452,11.11,26.38,6.721042501,3.05,14.45,12.6990802,5.98,25
E02001155,54.59659978,48.96,60.64,17.77996941,11.55,27.23,7.012515206,3.19,15.03,11.7153835,5.49,23.32
E02001156,50.04553714,44.42,56.21,15.0254243,9.64,23.43,5.598305636,2.53,12.21,10.1646503,4.72,20.59
E02001157,63.44784877,58.06,68.99,23.33900163,15.52,34.5,10.21497014,4.74,21.06,13.8532423,6.57,26.93
E02001158,58.12361143,52.54,64.01,20.10155407,13.18,30.33,8.353304408,3.83,17.61,12.6597648,5.96,24.94
E02001159,58.32122327,52.75,64.2,19.45223527,12.72,29.47,7.971382489,3.65,16.88,13.494762,6.39,26.34
E02001160,60.65997308,55.16,66.4,21.46483181,14.16,32.11,9.217895943,4.25,19.23,12.8392579,6.05,25.24
E02001161,53.60866144,47.96,59.69,17.05715709,11.04,26.25,6.664348148,3.03,14.34,11.5513908,5.4,23.04
E02001162,55.00364789,49.37,61.03,18.00346652,11.7,27.53,7.189369905,3.28,15.37,11.7589175,5.51,23.4
E02001163,51.65194345,46.01,57.79,16.02015542,10.33,24.82,6.10610799,2.76,13.23,10.6841638,4.97,21.52
E02001164,60.29198056,54.78,66.05,20.37671535,13.38,30.69,8.419308968,3.86,17.74,15.1710544,7.25,29.07
E02001165,55.06096088,49.43,61.09,17.87549729,11.61,27.36,7.152740861,3.26,15.3,12.0878919,5.67,23.96
E02001166,55.64990577,50.02,61.65,17.6268846,11.44,27.02,7.032550433,3.2,15.07,12.246496,5.75,24.23
E02001167,58.20783643,52.63,64.09,19.61797028,12.84,29.69,8.078051847,3.7,17.09,13.3888776,6.33,26.16
E02001168,55.76138875,50.14,61.76,18.40021569,11.98,28.07,7.4025628,3.38,15.79,11.7704633,5.51,23.42
E02001169,48.65195155,43.05,54.84,13.87579416,8.86,21.8,4.968272002,2.23,10.92,9.7815873,4.53,19.9
E02001170,48.61548498,43.01,54.8,13.88574373,8.87,21.81,4.96292519,2.23,10.91,9.4217028,4.35,19.25
E02001171,49.76682043,44.14,55.94,14.58262966,9.34,22.8,5.334598742,2.4,11.67,10.8229356,5.04,21.76
E02001172,66.0620246,60.83,71.38,24.03577714,16.04,35.38,10.56462703,4.91,21.69,15.5150099,7.43,29.62
E02001173,67.02295731,61.85,72.26,25.67310443,17.25,37.41,11.45730835,5.35,23.28,16.4691446,7.94,31.12
E02001174,53.12778321,47.48,59.22,16.31666486,10.53,25.23,6.219888927,2.82,13.46,12.8064908,6.04,25.19
E02001175,57.98158638,52.4,63.88,19.65712993,12.87,29.74,8.122197806,3.72,17.17,12.6866746,5.97,24.98
E02001176,55.28113813,49.65,61.3,17.92838607,11.65,27.43,7.129755989,3.25,15.26,11.4076845,5.33,22.79
E02001177,58.82859401,53.27,64.68,19.91249292,13.05,30.08,8.183653986,3.75,17.29,13.8395581,6.56,26.91
E02001178,69.25998138,64.25,74.27,25.67820085,17.26,37.41,11.04238136,5.15,22.55,20.6442453,10.22,37.35
E02001179,58.72170503,53.16,64.58,19.65088701,12.86,29.74,7.933511537,3.63,16.81,14.7680147,7.04,28.42
E02001180,73.16198536,68.5,77.74,29.64320503,20.28,42.16,13.67149481,6.47,27.08,17.7904341,8.65,33.16
E02001181,61.6704884,56.21,67.34,22.04019786,14.58,32.85,9.396369446,4.34,19.56,13.7751103,6.53,26.8
E02001182,60.8459752,55.35,66.57,21.43683431,14.14,32.07,9.050428779,4.17,18.92,13.3379195,6.31,26.08
E02001183,57.46920309,51.87,63.39,18.74482495,12.22,28.53,7.52765681,3.44,16.03,13.835265,6.56,26.9
E02001184,66.29082925,61.07,71.59,23.83931471,15.89,35.13,10.03403959,4.65,20.73,18.2660773,8.9,33.87
E02001185,54.91509026,49.28,60.95,17.9476271,11.66,27.46,7.236938365,3.3,15.47,11.7409501,5.5,23.37
E02001186,55.94953939,50.33,61.94,18.14605004,11.8,27.72,7.317915723,3.34,15.62,12.5463004,5.9,24.75
E02001187,51.95842495,46.31,58.09,15.96982226,10.29,24.75,6.081499131,2.75,13.18,11.3582649,5.31,22.7
E02001188,57.8920157,52.31,63.79,19.20119682,12.55,29.14,7.816042901,3.57,16.59,13.8351435,6.56,26.9
E02001189,51.66374543,46.02,57.8,15.66626787,10.08,24.32,5.924110414,2.68,12.87,11.3838164,5.32,22.75
E02001190,65.479532,60.21,70.85,24.93175912,16.7,36.49,11.05605225,5.15,22.57,14.3626991,6.83,27.77
E02001191,50.92800474,45.29,57.08,15.74359145,10.14,24.43,5.986872115,2.71,12.99,9.8470914,4.56,20.02
E02001192,51.71023483,46.07,57.84,15.3798247,9.89,23.92,5.776144783,2.61,12.57,10.9972863,5.13,22.07
E02001193,55.57137083,49.94,61.58,17.90083453,11.63,27.39,7.070934954,3.22,15.14,12.876284,6.07,25.3
E02001194,49.43428914,43.81,55.61,14.17015423,9.06,22.22,5.125333829,2.31,11.24,9.6185507,4.45,19.61
E02001195,50.56226286,44.93,56.72,15.03924613,9.65,23.45,5.54952798,2.5,12.11,11.2045263,5.23,22.43
E02001196,50.29292032,44.66,56.46,15.53799811,9.99,24.15,5.867894295,2.65,12.75,9.2831028,4.28,19
E02001197,51.42705563,45.79,57.57,15.57247882,10.02,24.19,5.906612327,2.67,12.83,10.1995517,4.73,20.66
E02001198,54.44498921,48.81,60.5,18.20884261,11.85,27.81,7.363815255,3.36,15.71,10.6598975,4.96,21.47
E02001199,50.01354827,44.39,56.18,14.35850304,9.19,22.49,5.220731432,2.35,11.44,10.4061495,4.83,21.02
E02001200,62.73984481,57.32,68.33,22.66895915,15.03,33.65,9.645835838,4.46,20.02,13.85658,6.57,26.94
E02001201,51.17751485,45.54,57.32,15.08431026,9.68,23.51,5.611566269,2.53,12.24,11.5978222,5.43,23.12
E02001202,57.19573316,51.59,63.13,18.48865304,12.04,28.19,7.367486205,3.36,15.72,13.6925376,6.49,26.67
E02001203,46.50673593,40.95,52.7,13.14414555,8.37,20.75,4.554036134,2.04,10.06,7.8438084,3.59,16.32
