MSOA_code,LowFruit ,LowFruitLCI,LowFruitUCI,LowVeg,LowVegLCI,LowVegUCI,LowFV,LowFVLCI,LowFVUCI,HighSSB,HighSSBLCI,HighSSBUCI
E02000235,51.01296541,45.37,57.16,15.38139479,9.89,23.93,5.834497041,2.64,12.69,10.3072349,4.79,20.85
E02000236,50.01244175,44.38,56.18,14.4384022,9.24,22.6,5.302192718,2.39,11.61,10.4396824,4.85,21.08
E02000237,49.7247897,44.1,55.9,15.10370233,9.7,23.54,5.649679037,2.55,12.31,9.3024043,4.29,19.03
E02000238,55.20634117,49.57,61.23,17.0318218,11.03,26.21,6.726574901,3.06,14.47,12.4943425,5.88,24.66
E02000239,52.59386326,46.95,58.71,15.53555643,9.99,24.14,5.821197495,2.63,12.66,11.7350155,5.49,23.36
E02000240,59.26638996,53.72,65.09,19.97505119,13.09,30.16,8.396610531,3.85,17.69,12.5334614,5.9,24.72
E02000241,54.29712925,48.66,60.35,16.52866842,10.68,25.52,6.420247542,2.91,13.86,12.3444179,5.8,24.4
E02000242,54.07041673,48.43,60.14,16.12891262,10.4,24.97,6.197643058,2.81,13.42,12.6448165,5.95,24.91
E02000243,55.95562225,50.33,61.95,17.74504295,11.52,27.18,7.091241176,3.23,15.18,12.2243077,5.74,24.2
E02000244,54.23747741,48.6,60.3,16.2225819,10.47,25.1,6.281189706,2.85,13.58,12.0526138,5.65,23.9
E02000245,61.52692592,56.06,67.2,21.56060191,14.23,32.23,9.261900798,4.27,19.31,12.5140181,5.89,24.69
E02000246,59.29909983,53.75,65.12,20.19817645,13.25,30.46,8.533327461,3.92,17.95,12.8557311,6.06,25.27
E02000247,57.98309035,52.4,63.88,19.18245995,12.53,29.11,7.932350691,3.63,16.81,11.9694345,5.61,23.76
E02000248,56.14537822,50.53,62.13,17.04768525,11.04,26.23,6.777024233,3.08,14.57,12.6443787,5.95,24.91
E02000249,55.83671965,50.21,61.83,17.79026959,11.55,27.24,7.146219998,3.25,15.29,11.9792246,5.62,23.78
E02000250,50.57557361,44.94,56.73,14.92342889,9.57,23.28,5.591249122,2.52,12.19,9.3343323,4.31,19.09
E02000251,52.53594421,46.89,58.65,15.5681049,10.02,24.19,5.906110749,2.67,12.83,11.4550361,5.35,22.87
E02000252,63.52570702,58.15,69.06,21.76995524,14.38,32.5,9.252968337,4.27,19.3,17.2231729,8.34,32.29
E02000253,59.70001226,54.16,65.5,20.86627767,13.73,31.33,8.87012465,4.08,18.58,11.7436481,5.5,23.37
E02000254,52.61365864,46.97,58.72,15.67115143,10.09,24.33,5.965651287,2.7,12.95,11.2674796,5.26,22.54
E02000255,56.41050226,50.79,62.38,18.70088679,12.19,28.47,7.663496854,3.5,16.29,11.0995253,5.18,22.25
E02000256,56.10149546,50.48,62.09,17.53090586,11.37,26.89,6.986015269,3.18,14.98,11.9838098,5.62,23.78
E02000257,57.62376886,52.03,63.54,18.30220534,11.91,27.93,7.420076506,3.38,15.82,12.5555259,5.91,24.76
E02000258,58.27073313,52.69,64.15,18.71750956,12.2,28.49,7.68495407,3.51,16.33,13.4724486,6.38,26.3
E02000259,53.70899241,48.07,59.79,16.50535951,10.66,25.49,6.505133901,2.95,14.03,11.0926431,5.17,22.24
E02000260,54.43300822,48.79,60.49,16.70496975,10.8,25.76,6.574668555,2.98,14.17,11.0529866,5.15,22.17
E02000261,60.80614087,55.31,66.53,20.56730402,13.52,30.94,8.587866013,3.94,18.05,14.2531944,6.78,27.59
E02000262,59.72584091,54.19,65.52,20.02463834,13.13,30.23,8.351337499,3.83,17.61,13.0063552,6.14,25.52
E02000263,54.66302918,49.03,60.71,16.63304726,10.75,25.66,6.551269491,2.97,14.12,11.4558547,5.36,22.87
E02000264,56.39938485,50.78,62.37,17.81159916,11.57,27.27,7.100045998,3.23,15.2,12.5912229,5.93,24.82
E02000265,59.15670356,53.6,64.99,19.72445218,12.92,29.83,8.162981013,3.74,17.25,12.6023745,5.93,24.84
E02000266,62.84904578,57.44,68.43,22.5191464,14.93,33.46,9.860086798,4.56,20.42,13.0516676,6.16,25.6
E02000267,55.63477684,50.01,61.64,17.34617091,11.24,26.64,7.021158252,3.2,15.04,11.6077756,5.43,23.14
E02000268,56.66648438,51.05,62.63,18.39714783,11.98,28.06,7.445455599,3.4,15.87,12.1225264,5.69,24.02
E02000269,53.7448327,48.1,59.82,16.17650468,10.43,25.03,6.31153273,2.86,13.64,11.3353432,5.3,22.66
E02000270,64.5703303,59.25,70.02,23.78563373,15.85,35.07,10.37929816,4.82,21.36,13.1219085,6.2,25.72
E02000271,53.09583865,47.45,59.19,15.89023537,10.24,24.64,6.162523841,2.79,13.35,10.5830034,4.92,21.34
E02000272,51.69270775,46.05,57.83,15.55801472,10.01,24.17,5.943538459,2.69,12.91,10.2798995,4.77,20.8
E02000274,56.16131921,50.54,62.14,17.18107591,11.13,26.41,6.879244271,3.13,14.77,12.2348646,5.75,24.21
E02000275,55.02106391,49.39,61.05,17.21595718,11.15,26.46,6.849848643,3.11,14.71,11.148157,5.2,22.33
E02000276,55.24297894,49.61,61.26,17.00699403,11.01,26.18,6.748964526,3.07,14.51,11.7043967,5.48,23.3
E02000277,55.16905401,49.54,61.19,17.37437778,11.26,26.68,6.890042004,3.13,14.79,12.9785124,6.12,25.48
E02000278,60.83485515,55.34,66.56,20.99588641,13.82,31.5,8.96437744,4.13,18.76,13.3856568,6.33,26.16
E02000279,60.2073245,54.69,65.97,20.07260608,13.16,30.29,8.426958656,3.87,17.75,14.0911174,6.69,27.32
E02000280,53.98890684,48.35,60.06,17.23394139,11.17,26.49,6.812403565,3.1,14.63,10.8561771,5.06,21.82
E02000281,57.0737642,51.47,63.01,18.62714219,12.14,28.37,7.57774097,3.46,16.13,12.5654223,5.91,24.78
E02000282,61.51926489,56.05,67.2,21.21249671,13.98,31.78,9.101873451,4.19,19.02,13.6852817,6.48,26.65
E02000283,57.15135251,51.55,63.09,18.57394485,12.1,28.3,7.596819289,3.47,16.16,13.2313009,6.25,25.9
E02000284,53.44311422,47.8,59.53,16.41305249,10.6,25.36,6.347712673,2.88,13.72,11.2424556,5.25,22.5
E02000285,49.25426886,43.64,55.43,14.2142036,9.09,22.28,5.161944095,2.32,11.32,10.3087278,4.79,20.85
E02000286,51.40762259,45.77,57.55,15.49734211,9.97,24.09,5.79258551,2.62,12.6,10.2971143,4.78,20.83
E02000287,50.7558104,45.12,56.91,15.25562666,9.8,23.75,5.690876085,2.57,12.4,10.1029248,4.68,20.48
E02000288,58.30633157,52.73,64.18,19.11387571,12.48,29.02,7.89771019,3.61,16.74,13.0900349,6.18,25.66
E02000289,49.56131751,43.94,55.73,14.73475511,9.45,23.02,5.452772881,2.46,11.91,9.6253262,4.45,19.62
E02000290,62.16792305,56.72,67.8,21.58991189,14.25,32.27,9.287873415,4.28,19.36,13.572571,6.43,26.47
E02000291,56.65441176,51.04,62.61,18.29372246,11.91,27.92,7.323087464,3.34,15.63,12.2941552,5.78,24.32
E02000292,54.21074605,48.57,60.27,16.63851904,10.75,25.67,6.477209446,2.94,13.97,12.5421029,5.9,24.74
E02000293,48.96744335,43.36,55.15,14.13859727,9.04,22.17,5.101846816,2.3,11.2,9.5496229,4.41,19.48
E02000294,56.6298536,51.02,62.59,18.26276641,11.88,27.88,7.419705979,3.38,15.82,12.6158885,5.94,24.86
E02000295,53.2017848,47.56,59.3,16.30402159,10.52,25.21,6.301736309,2.86,13.62,10.9740003,5.12,22.03
E02000296,56.76922138,51.16,62.72,18.18864739,11.83,27.78,7.343215459,3.35,15.67,12.2371236,5.75,24.22
E02000297,49.71090295,44.09,55.88,14.36675819,9.2,22.5,5.219299345,2.35,11.44,10.4960262,4.88,21.18
E02000298,50.14207242,44.51,56.31,14.5716395,9.34,22.79,5.354108085,2.41,11.71,9.9804322,4.62,20.26
E02000299,58.25527475,52.68,64.13,19.08840562,12.47,28.99,7.857633265,3.59,16.67,13.2515368,6.26,25.93
E02000300,56.96698872,51.36,62.91,18.09577794,11.77,27.66,7.315945327,3.34,15.62,13.2008669,6.24,25.85
E02000301,61.43265641,55.96,67.12,21.19152477,13.97,31.75,9.053604756,4.17,18.93,13.5499448,6.41,26.43
E02000302,53.16200032,47.52,59.26,16.31678494,10.53,25.23,6.299724081,2.85,13.62,11.1909239,5.22,22.41
E02000303,61.15854824,55.67,66.86,21.05861734,13.87,31.58,8.998871185,4.14,18.82,13.7098295,6.5,26.69
E02000304,49.95831184,44.33,56.13,14.50918771,9.29,22.7,5.291879839,2.38,11.59,9.8884437,4.58,20.1
E02000305,53.99109706,48.35,60.06,16.2089257,10.46,25.08,6.229925126,2.82,13.48,11.9642969,5.61,23.75
E02000306,65.76195532,60.51,71.11,24.22936345,16.18,35.62,10.78616094,5.02,22.09,13.5441588,6.41,26.42
E02000307,54.62365255,48.99,60.67,16.84357036,10.89,25.95,6.582979028,2.99,14.18,12.4358173,5.85,24.56
E02000308,57.39291482,51.8,63.32,18.48947624,12.04,28.19,7.46078561,3.4,15.9,12.8554595,6.06,25.27
E02000309,60.08188687,54.56,65.85,19.84682192,13,29.99,8.31240093,3.81,17.53,13.9288797,6.61,27.06
E02000311,56.25149085,50.63,62.23,17.91118469,11.64,27.41,7.146481686,3.25,15.29,12.7073989,5.99,25.02
E02000312,56.14028989,50.52,62.12,17.41412555,11.29,26.73,6.84281749,3.11,14.69,13.1936702,6.23,25.84
E02000313,65.87213577,60.62,71.21,24.02617053,16.03,35.37,10.72782356,4.99,21.99,13.2701267,6.27,25.96
E02000314,61.68420801,56.22,67.35,19.91174268,13.05,30.08,8.405110742,3.86,17.71,15.2952989,7.32,29.27
E02000315,62.81458269,57.4,68.4,22.29252292,14.76,33.17,9.648149849,4.46,20.03,13.0761216,6.17,25.64
E02000316,66.63496684,61.44,71.9,23.98628013,16,35.32,10.28694257,4.77,21.19,15.360205,7.35,29.38
E02000317,67.58273858,62.45,72.76,25.39044206,17.04,37.06,11.37214237,5.31,23.13,13.6468718,6.46,26.59
E02000318,58.64124007,53.07,64.5,18.99277639,12.4,28.86,7.818328826,3.57,16.59,12.6323127,5.95,24.89
E02000319,61.50547429,56.03,67.18,20.44623488,13.43,30.78,8.579551289,3.94,18.04,13.916699,6.6,27.04
E02000320,58.30690651,52.73,64.18,19.09742531,12.47,29,7.855939931,3.59,16.66,13.2011133,6.24,25.85
E02000321,65.22746061,59.94,70.62,23.86219462,15.91,35.16,10.52059136,4.89,21.61,13.3966206,6.34,26.17
E02000323,65.09597505,59.8,70.5,23.2711696,15.47,34.42,10.14577257,4.7,20.94,13.7888056,6.54,26.83
E02000324,63.58439755,58.21,69.11,22.98465405,15.27,34.05,10.01327338,4.64,20.69,12.8616331,6.06,25.28
E02000326,59.76178443,54.23,65.55,20.18958362,13.25,30.45,8.385859013,3.85,17.67,12.5274022,5.89,24.71
E02000327,66.98484041,61.81,72.22,24.16091509,16.13,35.54,10.80977633,5.03,22.13,15.4626932,7.41,29.54
E02000328,57.44141713,51.84,63.36,19.02630929,12.42,28.91,7.704664781,3.52,16.37,11.3821707,5.32,22.74
E02000329,55.79386307,50.17,61.79,18.01580018,11.71,27.55,7.236700865,3.3,15.47,11.834332,5.54,23.53
E02000331,61.02348877,55.53,66.74,21.02970939,13.85,31.54,8.852237519,4.07,18.55,13.3183888,6.3,26.04
E02000332,54.85575029,49.22,60.89,17.15868343,11.11,26.38,6.784774345,3.08,14.58,11.7137316,5.48,23.32
E02000333,55.75917329,50.13,61.76,17.78002849,11.55,27.23,7.021493514,3.2,15.05,11.3059747,5.28,22.61
E02000334,57.03841336,51.43,62.98,18.69526,12.19,28.46,7.61938802,3.48,16.21,11.9573522,5.61,23.74
E02000335,52.01453084,46.37,58.14,15.55299164,10.01,24.17,5.903739325,2.67,12.83,10.8593868,5.06,21.83
E02000337,60.63225383,55.13,66.37,21.41081512,14.12,32.04,9.131482407,4.21,19.07,12.2224102,5.74,24.19
E02000339,52.56977441,46.92,58.68,16.37436184,10.57,25.31,6.343597169,2.88,13.71,10.5100598,4.89,21.21
E02000340,53.47218086,47.83,59.56,16.79415457,10.86,25.88,6.509604117,2.95,14.04,11.4099346,5.33,22.79
E02000341,62.60577184,57.18,68.21,22.56590605,14.96,33.52,9.791926017,4.53,20.29,12.5501619,5.91,24.75
E02000342,61.30120671,55.82,66.99,22.05402908,14.59,32.87,9.452022062,4.36,19.67,15.3403636,7.34,29.34
E02000343,57.68062006,52.09,63.59,19.49851549,12.76,29.53,8.088520793,3.7,17.11,12.0276514,5.64,23.86
E02000344,52.13490795,46.49,58.26,15.68022041,10.09,24.34,5.958034139,2.69,12.94,11.3601296,5.31,22.71
E02000345,60.90783337,55.41,66.63,19.79500573,12.97,29.93,8.321031376,3.82,17.55,14.4495384,6.88,27.91
E02000346,69.36653154,64.37,74.37,26.67619537,18.01,38.63,11.90033039,5.58,24.06,14.4653947,6.89,27.93
E02000347,62.32750691,56.89,67.95,21.34089859,14.07,31.95,9.156709447,4.22,19.12,14.0347878,6.66,27.23
E02000348,64.37341666,59.04,69.84,22.6850941,15.05,33.67,9.958221217,4.61,20.59,13.9909224,6.64,27.16
E02000350,61.60511626,56.14,67.28,20.9447922,13.79,31.43,8.655620432,3.98,18.18,14.4486262,6.88,27.91
E02000351,63.34819753,57.96,68.89,22.31076705,14.77,33.2,9.168201713,4.23,19.14,15.1256555,7.23,29
E02000352,62.65899467,57.24,68.26,22.5734185,14.97,33.53,9.536106544,4.4,19.82,12.5514955,5.91,24.75
E02000353,59.37944955,53.83,65.19,19.8125319,12.98,29.95,8.063019988,3.69,17.06,13.104602,6.19,25.69
E02000354,65.97532525,60.73,71.3,24.47167367,16.36,35.92,10.47882929,4.87,21.54,14.3351527,6.82,27.72
E02000355,60.18029657,54.66,65.95,20.34195596,13.36,30.65,8.313362735,3.81,17.53,13.4411723,6.36,26.25
E02000356,60.37369853,54.86,66.13,20.49047108,13.46,30.84,8.380140881,3.84,17.66,13.0397677,6.15,25.58
E02000357,68.42051135,63.35,73.52,26.45467004,17.84,38.36,11.99577457,5.62,24.22,13.2890647,6.28,26
E02000358,64.24436945,58.9,69.72,23.22067151,15.44,34.35,9.698542533,4.48,20.12,14.2793237,6.79,27.63
E02000359,62.14593559,56.7,67.78,21.9750148,14.53,32.77,9.155500559,4.22,19.12,13.6624941,6.47,26.62
E02000360,68.07747085,62.98,73.21,26.25833692,17.69,38.12,11.49047222,5.37,23.34,13.8716563,6.58,26.96
E02000361,65.76066998,60.51,71.11,24.3002573,16.23,35.71,10.21553131,4.74,21.06,14.9820386,7.16,28.77
E02000362,66.25814796,61.03,71.56,24.53223061,16.4,36,10.55088876,4.9,21.67,14.7462416,7.03,28.39
E02000363,68.92148188,63.89,73.97,26.6491483,17.99,38.6,11.85356143,5.55,23.98,13.9480399,6.62,27.09
E02000364,62.98278582,57.58,68.56,22.76116218,15.1,33.77,9.459702176,4.37,19.68,13.5412584,6.41,26.42
E02000365,64.29302002,58.95,69.76,23.05238263,15.31,34.14,9.473419061,4.37,19.71,14.8208499,7.07,28.51
E02000366,66.28301355,61.06,71.58,25.20669058,16.9,36.83,10.97787803,5.11,22.43,13.4511541,6.36,26.27
E02000367,65.70802333,60.45,71.06,24.1464702,16.12,35.52,10.12156502,4.69,20.89,14.5132988,6.91,28.01
E02000368,68.32377134,63.24,73.43,26.29144967,17.72,38.16,11.45373931,5.35,23.27,14.3856552,6.85,27.8
E02000369,69.04694509,64.02,74.08,26.46949425,17.85,38.38,11.40275207,5.33,23.18,15.0707781,7.2,28.91
E02000370,68.87401722,63.83,73.93,26.26496172,17.7,38.13,11.40988556,5.33,23.2,15.3306519,7.34,29.33
E02000371,69.79084629,64.82,74.75,26.32972696,17.75,38.21,11.43245641,5.34,23.24,19.4024883,9.53,35.56
E02000372,66.9645629,61.79,72.2,25.15039644,16.86,36.77,11.17778158,5.21,22.79,14.8634482,7.09,28.58
E02000373,68.81212525,63.77,73.87,26.67584654,18.01,38.63,12.18420974,5.72,24.55,13.8903256,6.59,26.99
E02000374,62.12434601,56.68,67.76,22.23832359,14.72,33.1,9.450849256,4.36,19.66,13.6928581,6.49,26.67
E02000375,64.23634119,58.89,69.71,23.62311905,15.73,34.86,10.15842922,4.71,20.96,13.7756926,6.53,26.8
E02000376,63.9730433,58.62,69.47,22.93961529,15.23,34,9.745667005,4.51,20.21,14.6146477,6.96,28.18
E02000377,62.37241169,56.94,67.99,22.25403902,14.73,33.12,9.447053894,4.36,19.66,13.896749,6.59,27
E02000378,61.33997377,55.86,67.03,21.35529758,14.08,31.97,8.883772893,4.09,18.61,13.4471016,6.36,26.26
E02000379,59.01077881,53.45,64.85,20.11944556,13.2,30.35,8.356266623,3.83,17.62,11.9455302,5.6,23.72
E02000380,59.4544611,53.91,65.27,20.00787603,13.12,30.21,8.392163819,3.85,17.68,12.7969489,6.03,25.17
E02000381,60.20976372,54.69,65.97,20.46885411,13.45,30.81,8.612923525,3.96,18.1,13.0770681,6.17,25.64
E02000382,60.09559755,54.57,65.87,20.41180397,13.41,30.74,8.487948666,3.9,17.87,12.6066587,5.93,24.85
E02000383,61.36459908,55.89,67.05,21.23104036,13.99,31.81,8.874085926,4.08,18.59,14.0742459,6.68,27.3
E02000384,64.85288131,59.54,70.28,24.23723795,16.19,35.63,10.55776946,4.91,21.68,13.6300718,6.46,26.56
E02000385,61.91803062,56.46,67.57,20.89961955,13.76,31.37,8.587056111,3.94,18.05,15.6383693,7.5,29.82
E02000386,66.22922374,61,71.53,24.77233113,16.58,36.3,10.91186046,5.08,22.31,14.7927397,7.06,28.46
E02000387,65.17179865,59.88,70.57,24.03583114,16.04,35.38,10.40600247,4.83,21.41,14.9789461,7.15,28.77
E02000388,62.41134621,56.98,68.03,22.1065483,14.63,32.93,9.282842839,4.28,19.35,13.953605,6.62,27.1
E02000389,57.73689916,52.15,63.64,18.83718189,12.29,28.65,7.676628163,3.51,16.32,13.1891054,6.23,25.83
E02000390,61.84837914,56.39,67.5,21.46856387,14.16,32.11,9.028015821,4.16,18.88,14.3043047,6.8,27.67
E02000391,58.64823528,53.08,64.51,19.46746425,12.73,29.49,8.010808057,3.67,16.96,12.4742801,5.87,24.62
E02000392,61.16409992,55.68,66.87,21.10629998,13.9,31.64,8.812682227,4.05,18.48,13.7843943,6.54,26.82
E02000393,57.57355091,51.98,63.49,18.36793819,11.96,28.02,7.435738712,3.39,15.85,12.8530258,6.06,25.26
E02000394,63.39326252,58.01,68.93,22.86414522,15.18,33.9,9.738263131,4.5,20.19,13.7404782,6.51,26.75
E02000395,55.92495687,50.3,61.92,17.85382329,11.6,27.33,7.073447471,3.22,15.15,12.0851996,5.67,23.96
E02000396,59.82187139,54.29,65.61,20.49024078,13.46,30.84,8.609455004,3.95,18.09,12.4132951,5.84,24.52
E02000397,61.17982024,55.7,66.88,20.62419672,13.56,31.01,8.698671068,4,18.26,13.7019607,6.49,26.68
E02000398,65.26965835,59.99,70.66,23.72506587,15.81,34.99,10.48174777,4.87,21.54,14.0500465,6.67,27.26
E02000400,60.33345718,54.82,66.09,20.77996265,13.67,31.22,8.726773011,4.01,18.32,12.9086806,6.09,25.36
E02000401,64.36853591,59.03,69.83,23.5254323,15.66,34.74,10.39507168,4.83,21.39,13.5482221,6.41,26.43
E02000402,65.10559278,59.81,70.51,23.89407831,15.93,35.2,10.55067215,4.9,21.67,13.5795059,6.43,26.48
E02000403,60.1048908,54.58,65.88,19.55056374,12.79,29.6,8.091410109,3.71,17.11,14.1409163,6.72,27.4
E02000404,62.31452971,56.88,67.94,21.72199564,14.35,32.44,9.200865462,4.24,19.2,14.0034837,6.65,27.18
E02000405,52.87441215,47.23,58.98,15.90646259,10.25,24.66,6.188707253,2.8,13.4,10.4614248,4.86,21.12
E02000406,63.57199376,58.19,69.1,22.71179578,15.07,33.71,9.711867877,4.49,20.14,13.9606274,6.63,27.11
E02000407,63.31848977,57.93,68.87,22.19979894,14.69,33.05,9.616964816,4.44,19.97,13.8735724,6.58,26.97
E02000408,65.68127732,60.42,71.03,23.77298044,15.84,35.05,10.57366315,4.91,21.71,15.3853105,7.37,29.42
E02000409,64.97006587,59.67,70.38,24.12991706,16.11,35.5,10.63956277,4.95,21.83,13.5978242,6.44,26.51
E02000410,54.36089684,48.72,60.42,16.60880764,10.73,25.63,6.612421202,3,14.24,11.3272067,5.29,22.65
E02000411,64.95683596,59.65,70.37,22.79953668,15.13,33.82,9.904613514,4.58,20.5,16.7924307,8.11,31.63
E02000412,64.38001236,59.05,69.84,23.01742224,15.29,34.1,9.853997519,4.56,20.4,14.643415,6.98,28.22
E02000413,55.03300774,49.4,61.06,17.41669175,11.29,26.74,6.995175457,3.18,14.99,10.9901052,5.12,22.06
E02000414,60.00913906,54.48,65.79,19.87396554,13.02,30.03,8.278848104,3.8,17.47,13.8286297,6.56,26.89
E02000415,60.10562775,54.58,65.88,20.0700104,13.16,30.29,8.295986551,3.8,17.5,13.8413191,6.56,26.91
E02000416,62.68352267,57.26,68.28,22.36249571,14.81,33.26,9.465293987,4.37,19.69,13.1657269,6.22,25.79
E02000417,54.4968743,48.86,60.55,17.08270146,11.06,26.28,6.804063671,3.09,14.62,10.5316694,4.9,21.25
E02000418,51.67707887,46.03,57.81,15.71826597,10.12,24.4,6.033993612,2.73,13.09,9.3739832,4.33,19.16
E02000419,60.63747358,55.13,66.37,20.00703414,13.12,30.21,8.226987838,3.77,17.37,14.725019,7.02,28.36
E02000420,62.5008231,57.07,68.11,21.80599551,14.41,32.55,9.267886942,4.27,19.33,13.6717431,6.48,26.63
E02000421,65.83092772,60.58,71.17,24.02667186,16.03,35.37,10.50329683,4.88,21.58,14.7036266,7.01,28.32
E02000422,62.97152987,57.56,68.55,21.95221866,14.51,32.74,9.365640617,4.32,19.51,14.1734022,6.74,27.46
E02000423,60.45477631,54.94,66.2,19.89307651,13.04,30.05,8.083742953,3.7,17.1,15.1294913,7.23,29.01
E02000424,58.96741182,53.41,64.81,19.82804668,12.99,29.97,8.156445387,3.74,17.24,12.761139,6.01,25.11
E02000425,60.14013612,54.62,65.91,19.33711294,12.64,29.32,8.057524953,3.69,17.05,14.5606846,6.94,28.09
E02000426,54.49866041,48.86,60.55,17.46041761,11.32,26.8,6.95543886,3.16,14.92,10.1683061,4.72,20.6
E02000427,60.51315788,55,66.26,20.00035627,13.11,30.2,8.210987398,3.76,17.34,14.5132634,6.91,28.01
E02000428,65.33775028,60.06,70.72,23.59638123,15.71,34.83,10.25068913,4.76,21.13,15.113185,7.22,28.98
E02000429,54.2228276,48.58,60.28,16.62921453,10.75,25.66,6.562828064,2.98,14.14,10.3337955,4.8,20.9
E02000430,57.74163148,52.15,63.65,18.55980443,12.09,28.28,7.510074411,3.43,16,12.2058263,5.73,24.17
E02000431,56.59704204,50.98,62.56,17.81514401,11.57,27.28,7.140592608,3.25,15.28,12.0031301,5.63,23.82
E02000432,60.78950782,55.29,66.52,20.92490321,13.77,31.41,8.570010123,3.94,18.02,13.2349872,6.25,25.91
E02000433,50.98378726,45.35,57.13,15.58164313,10.02,24.21,5.861881102,2.65,12.74,9.0886026,4.19,18.64
E02000434,52.70035941,47.06,58.81,15.85984058,10.22,24.59,6.052686358,2.74,13.13,10.715092,4.99,21.57
E02000435,54.5517884,48.91,60.6,17.41123066,11.29,26.73,6.97262299,3.17,14.95,10.7744018,5.02,21.68
E02000436,47.41110882,41.83,53.6,13.55818621,8.65,21.35,4.78319999,2.15,10.54,8.3753241,3.84,17.32
E02000437,51.81929398,46.18,57.95,15.73545051,10.13,24.42,5.970202517,2.7,12.96,10.611466,4.94,21.39
E02000438,54.93142427,49.3,60.97,17.93203496,11.65,27.44,7.256615327,3.31,15.5,10.4212239,4.84,21.05
E02000439,54.68827022,49.05,60.73,16.68724042,10.79,25.74,6.515129824,2.96,14.05,12.0603311,5.66,23.92
E02000440,51.13626642,45.5,57.28,14.80707757,9.5,23.12,5.489992661,2.48,11.99,11.0805965,5.17,22.22
E02000441,53.60833933,47.96,59.69,17.02993032,11.02,26.21,6.736310302,3.06,14.48,9.9598192,4.61,20.23
E02000442,53.67835354,48.03,59.76,15.79412967,10.17,24.5,5.998606465,2.71,13.02,12.4089231,5.83,24.51
E02000443,56.76963524,51.16,62.72,18.04801078,11.73,27.59,7.267812557,3.31,15.53,12.7484663,6.01,25.09
E02000444,52.1836334,46.54,58.31,15.244428,9.79,23.74,5.703863299,2.58,12.42,11.2779758,5.27,22.56
E02000445,56.46557414,50.85,62.43,17.75323735,11.53,27.19,7.102634231,3.23,15.2,12.595442,5.93,24.83
E02000447,51.64355213,46,57.78,15.40779676,9.91,23.96,5.827370946,2.63,12.67,10.6562711,4.96,21.47
E02000448,50.28333663,44.65,56.45,14.79091272,9.48,23.1,5.486858562,2.47,11.98,9.2282238,4.26,18.9
E02000449,55.11915537,49.49,61.15,17.05497812,11.04,26.24,6.761744839,3.07,14.54,11.9677111,5.61,23.76
E02000451,49.71705667,44.09,55.89,14.25819958,9.12,22.34,5.167208799,2.33,11.33,10.0860304,4.68,20.45
E02000452,56.03897797,50.42,62.03,16.91246896,10.94,26.05,6.638709684,3.01,14.29,12.6084658,5.94,24.85
E02000453,53.91767647,48.28,59.99,16.15022854,10.42,25,6.225238273,2.82,13.47,11.720578,5.49,23.33
E02000454,48.88392126,43.27,55.06,13.84442192,8.84,21.76,4.98342574,2.24,10.95,9.2514492,4.27,18.94
E02000455,57.43741053,51.84,63.36,18.04973201,11.74,27.59,7.227284858,3.29,15.45,12.7412025,6,25.08
E02000456,54.2817771,48.64,60.34,16.69106889,10.79,25.74,6.530089388,2.96,14.08,11.7569717,5.51,23.39
E02000457,50.87580428,45.24,57.03,14.71599449,9.43,22.99,5.449069434,2.46,11.91,10.1971159,4.73,20.65
E02000459,57.14980947,51.55,63.09,18.24277713,11.87,27.85,7.407939399,3.38,15.8,12.4966898,5.88,24.66
E02000460,59.55252808,54.01,65.36,19.83475231,12.99,29.98,8.365317392,3.84,17.63,12.9273537,6.1,25.39
E02000461,56.99436963,51.39,62.94,17.48437681,11.34,26.83,6.939938745,3.16,14.89,14.5732741,6.94,28.11
