MSOA11CD,Asian,Black,Mixed,White,Other,Female,Popudensity,Age17_29,Age30_39,Age40_49,Age50_59,Age60_69,Age70_79,Age80,Childrenemerg,Alcohol,HighSSB,COPDprev,OBprev,IMDdecile,DMprev
E02000001,16.8336439888164,2.702702702702702,1.7002475963816612,69.37325256290774,1.7254590157281573,44.12279893057988,37.33393881868996,3.435303782108948,22.964875080667465,12.464275836636858,11.99409975108325,8.214252788789526,5.623674748778464,2.618235456808334,4.001863709427935,4.268297869345539,2.452479226568118,0.48,3.35,7,2.74
E02000002,22.25307896643323,20.97319488046365,1.5945975962867405,48.816710939386624,1.108783361014363,52.98187022900763,38.71384039735005,2.7358101581991257,15.338740458015268,14.157919847328245,10.520038167938932,6.774809160305344,5.200381679389313,3.983778625954199,4.155753190350744,4.701389043728634,2.5590523426588585,1.35,12.49,2,9.58
E02000003,34.945397815912635,15.600624024960998,1.4338538778878884,40.665626625065,1.5246459777174242,50.53799881386089,55.06247771228414,2.854656242691476,16.716089129882235,12.979750910785391,11.336100991273405,8.201304753028891,4.719139201897823,3.5584173515208,4.219507705176107,4.404277243608702,2.557558055115495,1.06,12.29,4,9.61
E02000004,15.853658536585366,14.242697982535384,1.3093333199837622,62.85757302017465,1.2066791659236789,50.69868995633188,27.58797440835196,2.810787190987652,14.45414847161572,12.416302765647744,12.54730713245997,9.810771470160116,6.084425036390102,5.86608442503639,4.102643365036796,4.45318382899021,2.5473088828737898,1.4,14.72,4,8.98
E02000005,30.07851276960563,17.66086093312878,1.4596994679401072,44.37325151159643,1.2761192577389564,51.71102661596958,93.12246605324692,2.7564120498812414,16.250226326271957,15.118594966503712,12.058663769690384,6.065544088357776,3.4220532319391634,2.290421872170921,4.3134800921387715,4.58700621536042,2.6132274858010898,1.43,13.48,3,9.26
E02000007,14.669421487603309,26.11176702085793,1.433002187817407,51.00354191263282,1.3922779975908386,52.31026346834447,58.664903263437765,2.817922740108769,15.729453401494297,14.136846244593002,11.49233189146677,7.461659457333858,4.109319701140386,2.900117970900512,4.169761201506855,4.601162164590552,2.6158930838342305,1.49,13.4,2,9.31
E02000008,18.749056888486496,19.31492379658971,1.4120647601958618,54.61747397012224,1.1675548596092895,51.66829856142201,93.54553343899656,2.7306151083189953,14.762371017549144,15.229343978308352,13.316261203585148,7.931008510958801,4.059652029826015,2.026060103939143,4.135166556742356,4.757891273005756,2.5805876320487173,1.66,14.55,2,9.86
E02000009,24.137126865671643,22.862251243781092,1.5694706520270345,44.06094527363184,1.419625683910988,50.692607003891055,133.0748538740304,2.8777546664406266,16.023346303501945,14.599221789883268,11.898832684824905,6.22568093385214,2.5058365758754864,1.766536964980545,4.248495242049359,4.639571612705423,2.6532782174711986,1.43,13.33,2,9.57
E02000010,15.717900063251106,19.881931267130508,1.3851340846329907,57.26333544170357,1.1446913660559688,52.42174280879864,84.40400271950875,2.798709269490899,15.651438240270728,14.382402707275803,12.880710659898478,7.889170896785109,3.532148900169205,2.104483925549915,4.1956970564823886,4.689511334421843,2.5787801693020835,1.43,14.44,2,8.82
E02000011,21.76696542893726,19.94593825579741,1.2026915741698876,51.64319248826291,1.1984089123778867,51.40874982302138,44.08431881719699,2.8548724612900807,14.639671527679456,13.42205861531927,12.558402944924252,7.872009061305395,5.564207843692482,4.049270848081552,4.180522258463153,4.505349850705881,2.5703041946953222,1.45,15.16,4,8.98
