MSOA11CD,asianr,blackr,mixedr,whiter,otherr,femaler,popudensity,Age17_29r,Age30_39r,Age40_49r,Age50_59r,Age60_69r,Age70_79r,Age80r,LowFV,HighSSB,childrenemerg,alcohol,copdprev,obprev,Imdscore,Imdrank,Imddecile,Imdquintile,prevalence
E02005177,35.929573261712925,0.3879438973440764,2.357505222321695,58.758579528498956,2.5663980901223518,50.55627799450947,48.83454759916206,15.864759427828348,14.232047391995376,12.68602803063141,10.851033087704089,9.622886866059819,7.730096806819824,5.346048258922121,5.967020924,11.2904082,226.3,135.9,2.41,15.08,39.52804139358399,743.0,2,1,9.42
E02005178,70.38666553853965,0.46535239868009143,2.4705981893561217,24.40138759624334,2.2759962771808104,47.611570247933884,41.33075441036088,20.669421487603305,17.83471074380165,13.115702479338843,9.702479338842975,6.016528925619834,2.6198347107438016,1.2396694214876034,6.659794989,14.5069786,204.2,163.2,2.28,13.29,59.26491521197007,87.0,1,1,9.9
E02005179,1.4480317494368766,0.18234473881797705,1.0618899495870426,97.15756730666094,0.15016625549715756,50.92621996400973,23.102183299267143,13.655128612257862,13.337567481740233,11.13581031015137,14.173811792103313,12.363713348152853,8.722345718217424,4.646977876574574,7.140632345,11.8755333,247.7,142.8,3.19,14.19,38.99990127033653,785.0,2,1,8.02
E02005180,1.809954751131222,0.19796380090497737,0.7211538461538461,96.83257918552036,0.43834841628959276,51.37652947719688,12.732386793544402,12.36095661846496,12.208008898776418,10.942714126807564,14.404894327030032,13.82091212458287,11.624026696329254,6.590656284760846,5.400212906,9.7383913,190.5,113.4,2.91,13.3,16.951283048886317,3646.0,6,3,7.83
E02005181,1.4449127031908489,0.2107164358819988,1.670680313064419,96.50812763395545,0.16556291390728478,50.4061438487668,52.43502823539263,15.950376606114311,15.09378230689706,11.888938118446315,12.450155073105892,10.81081081081081,8.757938266134987,4.593117707871806,6.796820506,12.5104158,278.7,161.9,3.06,13.72,38.59544013517863,812.0,2,1,8.32
E02005182,16.434231378763865,0.6814580031695722,2.408874801901743,79.09667194928684,1.3787638668779716,50.857052995754046,38.54264585289919,15.914451957855007,15.55275986790376,11.920113225349898,12.407611259632018,9.498348796980657,8.774964617078156,4.057241704670546,7.278316823,12.0371205,275.2,185.0,2.84,14.54,55.714045270270276,152.0,1,1,8.79
E02005183,1.3105507631055078,0.1161247511612475,1.1446582614465826,97.21300597213006,0.21566025215660253,52.49208201366895,21.59411864476897,12.935489248208034,11.468578096349392,12.402067011168528,14.519086514419069,13.885647607934656,10.885147524587431,6.134355725954325,7.00781589,10.2907212,185.4,148.0,2.9,14.85,32.71419069613989,1260.0,2,1,8.45
E02005184,0.43358297201418994,0.039416633819471816,0.5715411903823414,98.89633425305479,0.059124950729207724,50.996810207336516,0.8776997726364973,10.307017543859649,8.871610845295056,10.466507177033494,16.826156299840513,15.829346092503988,16.626794258373206,6.4593301435406705,4.79351056,8.4882758,205.5,105.5,2.55,13.89,13.378596258298131,4556.0,7,4,7.81
E02005185,3.336798336798337,0.8004158004158004,1.4864864864864866,93.57588357588358,0.8004158004158004,50.09758602978942,32.6026137132474,17.144324601951723,16.271186440677965,11.525423728813559,12.336928608115048,10.138674884437595,6.204417051874679,2.2701592193117617,8.575488946,13.5434422,272.6,200.6,3.02,13.28,63.81660188679245,41.0,1,1,8.55
E02005186,1.1141611496851282,0.16147263038914905,0.6620377845955111,97.86856127886323,0.19376715646697884,50.49584133077415,2.4850507662474524,13.131797824696099,12.779910428662827,12.46001279590531,16.826615483045426,12.875879718490083,9.676903390914907,4.27063339731286,5.437887803,10.5348856,300.5,110.3,2.93,13.32,19.260192873870864,3183.0,5,3,7.78
E02005189,1.6882386043894204,1.7257550178202963,2.2697430125679983,94.07240667792159,0.24385668730069407,50.91013604138725,34.47018885243321,12.876029890783675,13.18260203104043,12.473653956696685,12.761065338187391,12.607779268059016,9.733665453151945,5.173404866832727,9.115090495,11.8019423,163.2,139.8,2.63,15.71,33.27746673916984,1202.0,2,1,8.33
E02005190,0.4689331770222743,0.23446658851113714,1.1890805560207671,97.90654831686484,0.20097136158097473,51.822788948831125,1.4226944101556047,11.18195193722413,9.252901749223476,12.293607977766879,17.377799574955045,15.187183259767862,12.931175412784043,6.2612391695275464,5.235106925,9.134264,138.3,87.5,1.73,10.94,9.818469723881801,5587.0,9,5,5.52
E02005191,1.2123702866536525,0.4726189253056612,1.3048392068221515,96.6813931983972,0.3287783828213295,50.71378656284317,17.022705397431025,11.849855246081662,13.007886592792254,12.329040630927423,14.924628132175302,12.947988419686531,10.522112408904862,4.692023559948088,5.148557341,9.6925209,211.9,103.3,1.93,12.48,11.832502728351127,4990.0,8,4,6.8
E02005192,2.2606533288120265,0.38431106589804453,1.763309596473381,95.297841076071,0.29388493274556343,50.4450378282154,3.951980482283146,12.983978638184245,13.17311971517579,14.141076991544283,16.13262127280819,11.993769470404985,7.6546506453048515,3.6270582999554963,5.30677282,10.7516769,176.6,77.4,1.57,11.94,7.26669841827768,6223.0,10,5,5.81
E02005193,1.0784763653051859,0.25240936209270304,1.2276273519963288,96.92519504359798,0.5162918770078018,51.329106884662444,10.167007235924176,12.023134245356468,11.322433544655768,11.956400845289734,14.40329218106996,12.757201646090536,13.52463574685797,5.761316872427984,4.980890768,9.1103453,209.4,94.6,2.02,12.47,8.457399688024958,5951.0,9,5,6.72
E02005194,3.067484662576687,0.5383748591461125,1.8154501064229371,94.07787654939276,0.5008138224614999,51.205121767511926,17.270892136742223,13.896560381621892,13.11825257343711,11.88802410243535,14.649761486316848,12.327391413507407,10.645242279688677,5.473261360783329,6.209833305,9.606974,236.7,114.1,2.47,12.49,25.474262716174973,2155.0,4,2,7.48
E02005195,1.6618038817708993,0.8879868070531525,1.7125459850310796,95.5220093872891,0.21565393885576556,40.07556675062972,2.279411069251243,12.430730478589421,14.408060453400504,14.42065491183879,16.59949622166247,12.405541561712846,10.138539042821158,5.100755667506298,5.470959847,11.6249786,153.6,91.3,1.59,12.23,11.212626257708536,5175.0,8,4,6.45
E02005196,2.252451196890734,1.1041427435738893,1.8372935253069516,94.11712746223832,0.6889850719901068,51.33638122032706,19.727512731165998,13.214348514155091,14.814489185862492,13.970458941445402,11.579039915596976,9.416212414278178,10.084403024441709,5.301564972744856,6.060428312,10.3940153,190.5,105.4,1.8,12.28,11.74967147698699,5011.0,8,4,6.39
E02005197,7.8707539353769675,0.7456503728251864,1.9331676332504832,88.7738193869097,0.6766086716376691,51.203227152594245,23.20607435138253,15.273334260676034,14.563917095562665,12.046181666434832,14.550006955070247,11.211573236889691,7.664487411322854,3.672277089998609,7.195241689,12.4115079,177.4,142.7,2.6,12.55,30.64539579562857,1478.0,3,2,7.7
E02005198,2.0159206037423756,0.38250801199214307,1.5610462111030703,95.63734105241394,0.4031841207484751,49.32446264073695,25.033945179399538,13.193449334698053,14.687819856704195,13.46980552712385,14.360286591606961,10.358239508700102,9.017400204708292,4.65711361310133,6.4511306,12.3022767,183.5,119.8,2.56,12.12,24.459634542088644,2298.0,4,2,7.47
E02005199,0.6612007405448295,0.06612007405448293,0.9918011108172441,98.17508595609627,0.10579211848717271,50.55394355051438,2.7017341989409966,11.158005803218147,9.957794777103667,11.738327618042733,16.57873911896597,13.08361909786336,13.940912687945135,6.766024795568451,4.909400828,9.053717,188.1,89.6,1.72,12.35,7.063157027027026,6273.0,10,5,6.39
E02005200,1.0727969348659003,0.5911330049261084,1.6748768472906401,95.77449370552819,0.8866995073891626,50.60609369880965,31.604274893460822,14.57901059298897,14.655454843289286,13.465108660041498,16.086054384623786,9.784864038440537,6.748935240799389,3.276182155727859,7.296880988,13.166625,198.5,128.9,2.58,12.3,25.878977262931034,2098.0,4,2,7.52
E02005201,0.8431703204047217,0.2890869669959046,0.8913514815707059,97.66321368344977,0.31317754757889665,50.804014024906294,8.505310226699882,12.997219199613106,13.589650586386167,12.24761213879821,14.58106637649619,11.727723370813687,10.035062265747793,5.70668601136501,6.06059452,11.1311026,140.6,105.9,2.95,16.54,19.572493655138093,3119.0,5,3,8.02
E02005202,0.6286170425064858,0.26940730393135104,1.157453602075434,97.51546597485532,0.42905607663141093,51.2396694214876,3.5991518482927685,11.500547645125959,11.510504829234293,12.426565767201035,16.110723887284674,13.183311759434432,11.540376381559295,6.332769092900528,5.457465798,9.6980354,183.8,101.3,2.56,10.82,12.796793211120065,4738.0,7,4,7.17
E02005360,5.460536638945552,0.6119566922956222,1.9927820492703592,91.41691511062294,0.5178095088655265,50.4152418172936,1.248195984498272,9.998371600716496,8.272268360201922,12.782934375508875,16.28399283504315,14.492753623188406,13.22260218205504,8.174564403191663,5.446928466,9.559756,103.1,63.6,1.44,9.99,7.722208424336974,6125.0,10,5,6.19
E02005257,2.944232767578802,1.9743678559057847,3.4984412885348113,91.20193972982335,0.38101835815725665,51.38957408321,40.05966494610456,13.6655155402072,13.56684755796744,11.642821904292058,12.234829797730637,11.741489886531822,10.327248807761881,6.084525571452064,8.929039494,11.7147247,263.2,151.4,2.31,14.52,36.888647020408165,905.0,2,1,7.76
E02005258,34.50460141030238,1.4222540934624117,2.223019003226963,59.806382215847975,2.0437432771602726,50.51742595456168,30.428379867142375,16.117521113357917,10.633995479957179,12.025692874985133,12.9534911383371,11.621267990959915,9.955989056738431,7.374806708695135,5.610847599,10.087795,271.5,97.2,1.84,11.53,14.89629491017964,4147.0,7,4,7.56
E02005259,18.556798786269677,1.7637018774890953,2.9774322017826664,74.90991845249384,1.792148681964726,51.12915266890631,38.9770998029207,15.994774169466218,14.324374766703993,12.066069428891378,12.280701754385964,9.658454647256438,6.970884658454647,4.385964912280701,7.640312898,12.2487083,251.6,132.3,2.16,13.6,35.11463911714122,1029.0,2,1,8.09
E02005260,7.774116237267825,1.0035949670461353,2.2468544038346314,87.94188136608749,1.0335530257639305,50.76217256178778,36.88600689927852,12.638745005179814,12.771940210152435,10.285629717330176,15.672635785111735,12.653544472398995,10.078437176261655,7.547728281781856,5.134906771,9.9497081,236.0,91.5,1.99,11.68,15.332939675516226,4035.0,6,3,7.16
E02005261,8.739659367396593,2.3163017031630173,3.9026763990267637,84.04866180048661,0.9927007299270074,50.72886297376093,16.37514026741743,15.772594752186588,14.45092322643343,12.662779397473276,12.983479105928087,9.446064139941692,5.461613216715257,3.0515063168124392,9.240834397,13.2345772,268.3,154.6,2.54,15.35,49.07091691769507,327.0,1,1,7.68
E02005262,6.064306064306065,1.2752679419346087,2.7540360873694207,88.4276217609551,1.478768145434812,50.287466462246066,8.283950103878269,16.123674460201865,16.404752778842468,12.099143988756868,14.46275712278012,10.834291554874154,6.3498147438354415,3.0918615050466336,5.955357474,11.94422,263.2,100.4,2.01,11.58,14.004825948864537,4391.0,7,4,7.02
E02005263,46.030192899077434,4.3332401453732174,2.795638803466592,44.08722393066816,2.7537042214145933,46.40108035111411,58.26151373050656,28.669817690749493,14.88183659689399,12.343011478730588,10.155300472653613,6.995273463875759,3.7542201215395004,1.9716407832545575,7.995034746,16.779434,236.2,141.1,1.56,10.25,36.12681363699486,955.0,2,1,7.72
E02005264,16.651925705556003,4.213234702902629,3.7147221998874325,73.06424378869502,2.355873602958913,48.80858450370838,64.21300584952816,37.45463152911472,14.478459839040555,10.028404607858608,9.594445321129873,6.50938930093104,3.5505759823260217,1.2071958339908473,8.93932136,19.2768327,256.6,154.2,1.66,10.0,29.708878110882956,1571.0,3,2,6.27
E02005265,4.226785053644099,1.4520902700702922,3.0244173140954493,90.48279689234184,0.8139104698483166,51.210564930300805,42.528712910776285,14.930300807043286,15.398019075568598,11.977256052824652,13.573000733675716,11.005135730007337,7.41929567131328,4.979823917828321,7.243541082,12.162254,244.6,135.7,2.15,11.62,31.799552346901358,1371.0,3,2,7.51
E02005266,33.5040071237756,2.292965271593945,3.7956366874443455,57.479964381121995,2.927426536064114,48.21077896574296,76.4618079540977,21.00152738380973,18.02312895483308,13.670085097097969,9.03338424612699,6.949596334278857,3.3929740344752344,1.2328169321405191,8.33629903,15.6086964,243.2,162.8,1.97,11.55,50.943761195896926,262.0,1,1,8.07
E02005267,48.030754746587164,3.9698729013023697,2.965636278048015,40.89126000313824,4.142476070924212,47.15074980268351,76.07368929362538,38.12154696132597,13.180741910023677,10.63930544593528,8.445146014206788,5.7300710339384375,3.2991318074191,1.3259668508287292,11.12824877,21.2314163,247.1,148.9,1.4,9.49,44.141701017249005,519.0,1,1,6.76
E02005268,43.116910899561454,2.481548828751738,3.7865012300780836,47.598673654936356,3.0163653866723714,49.38762692347953,26.90344621753599,18.800376844970167,15.14707421752329,13.869988485292579,11.42049617921072,8.552287239610594,4.3441850727520155,2.5960431278132523,7.541273464,13.4124137,221.7,113.6,1.88,11.28,40.12466190580027,702.0,2,1,7.58
E02005269,27.00828356771335,5.287998458871123,3.7468695819687916,59.9306492005394,4.02619919090734,47.051550313867224,48.338492414331434,34.84877306448545,16.80616321095682,10.861708198592353,10.376640669583413,7.884725128400229,2.957960814152558,1.5122693551455202,9.913662485,18.8404074,286.1,169.1,1.66,10.43,41.507639936952025,638.0,1,1,7.08
E02005270,1.0114632501685772,0.4989885367498314,0.9844908968307484,97.31625084288605,0.18880647336480108,50.07987220447284,0.26492346817414786,10.556443024494143,7.521299254526091,10.157082002129926,17.465388711395104,17.638445154419596,12.473375931842385,6.735889243876464,5.217097111,8.5969814,145.3,102.8,1.98,11.28,14.000527049180327,4392.0,7,4,6.31
E02005271,2.8182820732753338,0.1838010047788261,1.139566229628722,95.61328268594535,0.24506800637176815,50.67205899845367,11.84931451245685,13.084334483168789,11.88295468062329,11.407160699417153,14.999405257523494,12.442012608540502,10.26525514452242,7.303437611514214,5.892051348,10.1965906,190.5,92.9,2.15,11.79,9.386554697897258,5716.0,9,5,6.78
E02005272,1.993984627381085,0.17823326278266682,1.3256098919460846,95.92291411384649,0.5792581040436671,50.74675324675325,36.239015884303775,12.359307359307358,14.491341991341992,12.705627705627705,13.874458874458876,11.623376623376624,10.01082251082251,5.725108225108225,6.479754115,10.7678201,210.5,116.5,2.24,12.26,17.447146437659033,3546.0,6,3,7.03
E02005273,0.6084164272435356,0.2704073009971269,1.0478282913638668,97.92124387358459,0.1521041068108839,51.33986928104575,0.4118921883194964,11.895424836601306,10.196078431372548,10.637254901960784,16.862745098039216,16.127450980392158,11.143790849673204,7.222222222222221,5.242902503,9.2621513,158.3,68.6,1.88,9.38,9.896403018350197,5570.0,9,5,5.72
E02005274,1.3189909079267512,0.06402868485081316,1.1269048533743118,97.28518376232552,0.20489179152260212,51.38629864478429,1.3143421044429118,10.655228148700733,10.916324754444858,11.873678975506651,16.747482282730324,14.12408305358697,12.234240954867587,5.905756558498073,5.316703703,9.0955316,171.7,84.1,1.78,10.22,6.746546480079966,6343.0,10,5,6.02
E02005275,0.5046989209885138,0.19143752175426382,1.1312217194570136,97.72015315001741,0.4524886877828055,52.04167366829105,4.621120587464388,13.29188371702235,11.712317257603765,11.24180809947908,14.921861871954292,13.157452528986724,11.07376911443455,5.830952781045203,5.80934126,10.5335426,201.2,134.0,1.92,10.13,10.825383259127339,5279.0,8,4,5.9
E02005276,2.2461712989222917,0.15882019285309132,1.4407260351673283,95.95008508224618,0.20419739081111743,51.85842671696439,2.936478734500286,11.61655386663708,9.497392655053812,12.992344391434592,17.56351936092311,13.21424608898258,10.773327415954732,6.512814823033396,5.306588792,9.5658786,237.0,76.3,1.56,9.86,10.33645479577788,5437.0,9,5,6.01
E02005277,4.744985673352436,0.1146131805157593,1.2722063037249285,93.5702005730659,0.2979942693409742,50.71987303026868,2.3267474216371054,10.67906133091486,9.114612855685296,9.828817594377055,17.118240562294524,15.451762838680422,13.433851037297359,8.3890715338397,4.816068539,8.2273371,211.8,81.5,1.71,11.08,6.231442494226328,6446.0,10,5,7.98
E02004996,2.8140584184279267,1.8997862740441702,2.1966278793635716,92.4602232248872,0.6293042032771313,52.11849403989142,1.0080600938367177,10.90522837247728,10.05547031747905,13.64333766080491,15.755930603092175,11.306503009559778,10.751799834769267,5.9719107754042255,6.165332805,9.4979783,133.5,63.3,1.69,7.93,14.879756447336707,4152.0,7,4,6.39
E02005309,0.9532455742169769,0.26100771674988654,1.327734906945075,97.12891511575124,0.32909668633681344,52.03539823008849,15.496707687560868,15.497787610619469,11.747787610619469,10.575221238938052,14.026548672566372,12.787610619469024,11.139380530973451,6.991150442477877,5.800401366,10.4431905,200.4,84.1,1.85,10.26,10.867924281984335,5269.0,8,4,6.32
E02005278,2.7654446276798175,0.30445261956108083,1.2812381073195485,95.23024229354307,0.4186223518964861,51.25488712321856,3.215621367024318,12.838945642577878,11.060663387564636,13.822676251734139,16.458569807037456,13.166855845629966,9.912977676882331,3.960146298398285,5.24966127,10.2196619,208.9,96.3,2.31,14.17,12.085069401444787,4927.0,8,4,7.42
E02005279,19.309611293753626,0.35776445561786885,1.614774705086057,78.20537613614388,0.512473409398569,50.09124963980406,6.546321456615325,15.060993180290078,13.937181826913841,12.79416002305254,13.610604168667756,10.392853712419555,8.049178753241764,4.485640188262415,6.689504519,11.9585406,191.3,118.5,2.24,14.16,28.12177148990145,1773.0,3,2,7.75
E02005280,1.5720445562342797,0.31440891124685594,1.428314768235717,96.26302551203737,0.42220625224577796,50.79463730799964,7.786059127729146,13.539909437982775,13.983840894965818,12.563260232620083,14.560951789043772,11.622125543816034,8.088431146231022,2.9565835035070585,6.597459632,11.3707784,259.2,115.4,2.99,16.81,33.029768937952035,1228.0,2,1,8.08
E02005281,11.712818222420724,0.14515408664582402,2.3001339883876732,85.43992853952658,0.40196516301920504,50.33945464663327,13.429926378096322,13.35559265442404,15.136338341680577,12.687813021702837,12.954924874791319,11.196438508625487,8.32498608792432,5.052865887590428,6.723994691,11.872257,265.2,111.6,2.25,13.85,25.450207679700306,2164.0,4,2,7.69
E02005284,1.444043321299639,0.1969149983590417,1.5917295700689202,96.42271086314408,0.34460124712832296,51.40568813337693,3.240539329364127,11.163779012749265,10.820529584831643,13.076168682576006,15.724092840797645,12.275253350768226,12.634847989539066,5.442955214122263,5.444342387,9.4433853,216.4,116.6,2.04,13.25,11.315474635278514,5146.0,8,4,7.2
E02005285,2.2398729150119143,0.15885623510722796,1.2708498808578237,96.12390786338364,0.20651310563939632,52.04016576346828,2.617554139234706,11.077462543831686,11.252789289129742,13.356710232706407,16.002550207204337,12.751036021676763,11.778769525023908,6.327701625757093,5.203473002,9.3666204,142.0,93.2,2.08,11.74,13.110210932577191,4639.0,7,4,7.05
E02005286,0.936017438133094,0.1153994101807924,0.8590844980125658,97.96127708680599,0.12822156686754713,50.60723514211887,4.266663111263778,12.80361757105943,12.351421188630491,11.382428940568476,16.124031007751938,13.204134366925063,9.741602067183463,5.142118863049096,6.305409824,10.939651,187.9,100.1,2.63,11.06,23.38739026928581,2460.0,4,2,8.2
E02005287,3.5031847133757963,0.29973772948669913,1.798426376920195,93.81790932933683,0.5807418508804796,51.062243756988444,11.181183948420175,10.864703689899367,10.678345136041745,12.131941856131197,15.728661945583303,13.231457323891165,11.23742079761461,6.746179649645918,4.782204599,9.3908502,198.0,72.7,1.38,8.46,6.340006844247133,6432.0,10,5,4.58
E02005288,1.6275167785234899,0.28523489932885904,1.2248322147651007,96.76174496644295,0.10067114093959732,51.045675087836706,2.31815185711669,11.443868161284925,10.808097707880208,11.460598962690312,16.02810774636105,14.204450393173834,12.78233227371591,6.976744186046512,5.097763392,9.1205539,193.7,98.2,1.93,11.95,12.488012793176972,4813.0,8,4,6.82
E02005289,3.9748598607100396,0.713436385255648,1.78359096313912,93.35824698488194,0.16986580601324955,51.90532147053886,24.199690035668947,10.626154104414974,10.072183985227463,11.599798556320295,15.242571764310894,14.554305858653684,14.218566392479437,7.050528789659224,4.743447106,8.9229481,242.6,79.7,1.36,8.79,6.844279016393442,6320.0,10,5,4.71
E02005290,3.954564577198149,0.5749544243444117,1.9772822885990744,92.94629084279904,0.5469078670593185,50.3669206886819,15.226684432931489,13.830087496471915,12.63053909116568,12.588202088625458,17.329946373130113,12.30595540502399,9.328252893028507,4.558283940163703,5.091304247,10.8444774,183.0,94.8,1.9,11.87,10.32639680132359,5440.0,9,5,6.58
E02005291,4.435058078141499,0.8271735304470257,2.6575149595212952,91.85146075325589,0.2287926786342837,51.22249388753056,29.10492392049686,12.207474676912328,13.604610548375828,12.137617883339155,15.56060076842473,12.451973454418443,10.39119804400978,5.4488298987076496,5.66937723,10.9965474,215.4,112.9,1.67,11.35,16.068469702402293,3853.0,6,3,5.99
E02005292,2.7222909669436097,0.9015379176241823,2.3157150433091744,93.47710800777797,0.5833480643450593,53.005852101436425,27.97066697634326,12.892356800851216,13.19382869303068,12.732754034403262,13.513034225926582,12.041142046462138,9.647100549742863,5.195956729916651,7.502210856,11.2878557,222.6,129.7,1.73,12.05,23.603989219712524,2419.0,4,2,6.37
E02005293,1.53987167736022,0.36663611365719523,1.4115490375802016,96.11365719523373,0.5682859761686526,49.58601655933762,37.03850030888718,12.861085556577736,13.081876724931002,11.09475620975161,14.425022999080037,11.425942962281509,11.904323827046918,7.4885004599816005,6.279126507,10.8697992,305.3,118.9,2.18,12.41,18.72255358740383,3309.0,5,3,7.46
E02005294,2.1692896639727772,0.836523465192117,2.0133276619878067,94.56968665815964,0.41117255068765063,50.86824696802646,16.368985778839512,15.035832414553473,15.325248070562294,12.582690187431092,14.470782800441015,10.088202866593164,7.538588754134509,4.437706725468578,6.483339187,12.0532967,229.6,109.7,2.1,11.93,20.85631780185759,2879.0,5,3,7.17
E02005295,1.7793121763378037,0.2257336343115124,1.5535785420262913,95.96335148054708,0.4780241667773204,50.48505506030414,30.507080781303177,12.912952281069742,14.26324069218668,12.283691662296802,16.321447299423177,11.837965390665968,9.596224436287363,5.178290508652333,5.234573361,10.7991722,257.1,104.3,2.12,14.52,14.434025701583773,4279.0,7,4,7.04
E02005296,1.2585812356979404,0.40863027133050017,1.5364498202026806,96.46943445570449,0.32690421706440015,51.87641539954707,5.8337950195545,10.384988676803623,8.70268521514073,11.776124231640246,15.302491103202847,13.781947589776772,13.846651569071497,8.10417340666451,4.90174109,8.6329697,257.9,81.8,2.15,12.34,6.9054054286205115,6306.0,10,5,6.68
E02005297,0.6736436906050765,0.1684109226512691,1.0104655359076147,97.97906892818477,0.1684109226512691,50.822211630123924,3.0923017525615384,11.499046711153479,9.973784556720688,10.307435653002859,16.563393708293614,13.429456625357483,13.703527168732126,8.698760724499524,4.886954899,8.8085859,225.6,90.6,1.94,12.57,7.085234431790647,6269.0,10,5,6.71
E02005298,1.3263233361214004,0.4421077787071335,1.4099653483092365,96.66626837137053,0.15533516549169554,51.156368657231624,9.306847040889942,14.727879415487285,14.520768611206996,12.346105166263952,13.81889310781268,11.299044989069152,8.64112300080543,4.556437694166379,5.430382975,10.6096673,202.7,94.1,2.09,12.65,12.716032728272827,4763.0,8,4,7.03
E02005299,1.9703764098382932,0.4348416904470716,1.9975540154912355,95.29827422204103,0.29895366218236175,50.52019997297662,42.62060382444728,15.835697878665044,15.835697878665044,13.065801918659641,15.43034725037157,9.458181326847722,7.458451560599919,3.7832725307390893,6.430740181,12.9966003,206.7,124.6,2.18,12.0,20.348189847852428,2980.0,5,3,7.26
E02005300,1.0888932884577311,0.43555731538309245,1.4254603048901207,96.77291625420709,0.27717283706196794,49.78465152701644,9.844617785592995,12.333594361785433,11.315583398590446,12.333594361785433,15.250587314017228,14.330462020360219,10.43461237274863,4.600626468285044,6.160635429,10.4034593,165.2,84.9,2.18,12.53,14.937847214133177,4134.0,7,4,7.62
E02005301,1.2424391041360145,0.47408860552558446,1.2260912211868562,96.89390223965997,0.16347882949158085,51.92243950944647,26.45489749322952,14.285714285714285,12.645011600928074,11.203181968843221,15.064633742127942,13.125621478289693,10.788863109048725,6.363937686443487,6.916961805,11.0533758,227.7,123.3,2.13,12.2,25.47134573132454,2156.0,4,2,7.58
E02005302,1.849921834288692,0.2735799895779052,1.8759770713913497,95.73996873371547,0.26055237102657636,50.59554634904194,22.823766485045546,12.312273433454168,13.490419471776283,14.111859140341792,12.985499741066805,11.26359399274987,10.460901087519419,5.398757120662869,5.395470374,10.2807121,203.6,95.4,1.64,11.6,9.412916299559472,5707.0,9,5,6.48
E02005303,1.0262077676034103,0.7262393432270287,2.241869276918219,95.70571518787496,0.29996842437638144,52.40706886045095,20.326765138976786,14.472882388787326,14.03107861060329,12.004875076173064,13.375990249847655,11.014625228519195,8.272394881170019,4.418037781840342,8.564940361,11.879596,231.1,134.4,2.24,13.03,36.3364800690521,947.0,2,1,8.01
E02005304,0.6318589956767542,0.16627868307283006,1.0309278350515463,97.7496951557477,0.42123933045116946,50.05967234458066,3.41388006639532,12.281653466420744,11.099056092003906,11.717478572203536,14.972333731148964,13.626993598784853,12.976022566995768,6.162525767603342,5.029706087,9.428516,200.9,85.3,2.05,14.15,8.210636794087076,6006.0,9,5,7.96
E02005305,0.5144291091593476,0.16311166875784192,0.903387703889586,98.06775407779172,0.35131744040150564,51.24390243902439,1.4286286445701735,11.670731707317074,10.390243902439025,9.634146341463415,16.634146341463417,16.597560975609756,13.134146341463415,6.853658536585367,5.205512641,8.682668,177.3,106.7,2.29,14.88,14.741746150701731,4192.0,7,4,7.55
E02005306,0.9197547320714476,0.21327645961077046,1.5462543321780857,97.10743801652893,0.21327645961077046,50.578947368421055,0.7763193179620937,10.881578947368421,10.052631578947368,9.855263157894736,17.13157894736842,16.236842105263158,13.31578947368421,7.2894736842105265,5.213757277,8.9092323,244.6,85.0,1.8,10.96,16.8310049477735,3664.0,6,3,6.47
E02005307,0.893970893970894,0.18711018711018712,1.1122661122661124,97.55717255717255,0.2494802494802495,51.66376574178355,8.025590941117523,13.269171700624552,12.327224326814784,11.815296406265997,15.736664277669703,11.631002354868434,10.92454182451111,5.92812531995495,5.884386918,10.3494538,174.8,103.1,1.98,14.43,13.028407641944831,4659.0,7,4,7.41
E02005308,1.0458320516764072,0.16917871424177175,1.3226699477083974,97.26238080590588,0.19993848046754845,52.54703992657183,2.0669007453776023,10.784763653051858,8.18418234664219,12.268624751415022,16.36836469328438,14.655040538473305,14.043139054612208,8.459538014379685,4.891585145,8.2894466,145.0,81.5,1.69,11.74,6.028602279455299,6477.0,10,5,6.85
E02004997,1.0009765625,0.4150390625,1.59912109375,96.6064453125,0.37841796875,51.7867603983597,0.9263083142226437,10.439367311072056,8.752196836555362,11.30638547158758,16.78968951376684,14.43468072642062,13.005272407732866,7.791446983011132,5.775993778,8.4730322,156.9,78.5,2.17,13.68,20.981227438706313,2858.0,5,3,7.2
E02005203,1.2913829537450106,0.5987320967363231,1.0800657431321907,96.53674571495657,0.49307349142991314,50.69428636467107,1.3286946811973361,11.666287275210562,12.838606874573186,9.720009105394945,15.729569770088778,14.762121557022537,11.313453221033463,5.406328249487821,5.30398892,9.017505,286.0,106.2,2.58,13.41,14.815742745309757,4167.0,7,4,7.38
E02005048,0.8185538881309686,0.3941185387297257,1.076246778838866,97.3927542822495,0.3183265120509322,50.75142771265404,1.094091760317622,10.309588217613467,8.62639014126841,10.805530507965134,16.321009918845807,17.22272317403066,13.961526901112112,8.025247971145175,5.214767947,8.5706446,141.9,76.1,2.56,12.53,14.832434968017058,4162.0,7,4,7.7
E02005099,1.4816675037669513,0.4143646408839779,2.109492717227524,95.32898041185334,0.6654947262682069,51.98845816083302,1.4717850717274608,10.713837661523021,10.651110274745953,12.758750470455402,16.948939907163467,13.53657006649103,10.11165474846318,5.984192698532179,6.098060604,9.464753,65.5,59.1,1.65,10.19,12.471888708468647,4820.0,8,4,6.13
