MSOA11CD,asianr,blackr,mixedr,whiter,otherr,femaler,popudensity,Age17_29r,Age30_39r,Age40_49r,Age50_59r,Age60_69r,Age70_79r,Age80r,LowFV,HighSSB,childrenemerg,alcohol,copdprev,obprev,Imdscore,Imdrank,Imddecile,Imdquintile,prevalence
E02001794,0.4977375565610859,0.09049773755656108,0.7013574660633485,98.5633484162896,0.14705882352941177,52.8297581013236,34.16299200995359,14.776357827476039,13.452761296211776,11.524418073938842,13.475581926061158,11.04518484710178,8.169785486079416,5.727978092195345,9.078921672,11.8156897,152.0,174.3,4.36,17.49,47.1435386027303,403.0,1,1,9.32
E02001678,5.0925042914362,1.2778943353042151,3.366393286286477,88.84226587831394,1.4209422086591645,51.618958235570155,7.484505453941838,9.028625058657907,8.728296574378227,12.613796339746596,14.199906147348662,13.0361332707649,12.96105114969498,9.80760206475833,4.951943267,7.9137186,45.7,70.7,1.38,9.71,6.562253233290551,6385.0,10,5,5.8
E02001795,1.2099546267014987,0.5637288601677437,0.8937164856317887,96.93386498006325,0.39873504743572113,50.43559844524863,30.80882818773904,13.322610910065674,14.019568422463477,10.85645355850422,14.408256265916098,14.528883527677255,9.489344591877764,5.146763168476076,8.162076619,11.5045366,159.5,220.4,4.22,16.47,45.52842636065574,468.0,1,1,8.96
E02001679,3.4008225245175576,4.666244859221766,3.4799114204365704,87.58304334071497,0.8699778551091426,52.92384054599039,51.58028877936505,15.32495734450132,14.720024817744687,11.928028540406391,12.626027609740964,9.585853885528154,8.019233752132775,5.180704203505507,8.550159625,11.9938275,69.1,127.8,2.44,13.4,35.4799280609074,1007.0,2,1,8.09
E02001895,14.515408664582402,6.520768200089326,5.716837874050915,70.83519428316212,2.41179097811523,52.38938053097345,36.65852305461699,17.311946902654867,13.075221238938054,12.035398230088495,12.610619469026549,9.103982300884955,6.869469026548673,5.110619469026548,8.595694538,13.0255186,197.3,146.5,2.72,12.73,50.08355606113639,292.0,1,1,9.84
E02002044,30.067064083457527,8.805265772478887,5.017386984600099,52.6080476900149,3.502235469448584,52.22401189443687,46.55310360558564,16.007929624581838,15.661008549126501,13.183000867302688,13.579482096394498,8.350885887746253,5.897658282740677,2.4160574897782183,7.508953508,12.7687629,137.4,95.7,1.86,12.28,28.851568154722482,1674.0,3,2,10.19
E02001796,3.467195890730796,1.7160868550081718,0.8171842166705581,93.46252626663554,0.5370067709549381,49.462614122269734,47.907309316303454,15.25482491621403,12.63145729804692,11.256211718479141,14.734774066797643,14.399630186062637,11.568242228128971,6.33306367733734,6.765343956,12.105514,119.4,141.7,3.07,13.91,21.651482269503546,2739.0,5,3,7.54
E02002045,11.776753712237584,4.288274449564772,2.7905785970302097,79.6594982078853,1.4848950332821302,51.41757536882617,37.51891769160819,14.137267479153303,14.085952533675433,12.200128287363695,13.149454778704298,11.90506735086594,6.619627966645285,4.7338037203335475,7.404438346,11.5556359,206.4,95.4,2.86,13.22,30.64159957011,1479.0,3,2,10.34
E02001896,75.15008365318374,10.63871666174589,2.4407046550536364,4.704261391595316,7.066233638421416,49.787905692019336,90.22318616585396,22.10713228765907,15.122817401598107,13.228765907073099,9.105257965867613,6.106343099536352,2.6931044687777446,2.387294071224228,7.044962247,14.6253722,183.7,133.6,0.71,11.27,49.49154634247714,311.0,1,1,13.22
E02001797,1.9741320626276377,0.6637168141592921,0.8339006126616746,96.06875425459496,0.4594962559564329,50.0,4.688848955976819,12.91087766858692,11.064046086072517,13.131141985767536,15.215181294476448,13.029481531684176,13.2328024398509,5.320230430362589,5.568737363,10.0530474,149.1,90.6,2.98,17.71,15.520199331662491,3986.0,6,3,8.77
E02002046,6.42169728783902,6.7191601049868765,4.531933508311461,81.24234470691164,1.0848643919510061,50.98108538094396,56.070445214418584,15.255435743326851,14.177125684992046,12.321018207530493,12.480113134170056,9.634081668729008,5.656708502739968,2.1389429025985502,10.04580771,12.7014799,169.3,138.5,3.05,13.39,56.840890107976314,133.0,1,1,10.43
E02001897,40.575005796429394,28.71551124507303,5.819615117087873,10.79295154185022,14.096916299559473,50.357832557082816,46.837545380848944,22.128819720549814,14.620015903669204,12.404861978870839,9.928433488583439,7.111212086788594,2.942178802680904,2.3514710894013406,10.53222374,15.6035357,152.8,160.7,0.79,12.29,68.44482873477504,24.0,1,1,12.52
E02001680,4.292324876336365,7.467687888942078,4.978458592628051,81.04356151268549,2.2179671294080103,51.400124455507154,47.847153543081156,17.034847542003735,14.62352209085252,11.325451151213441,13.690105787181084,9.365276913503424,6.456129433727442,4.309271935283136,10.10924565,12.8804087,65.4,161.2,2.61,14.14,57.79644220862846,111.0,1,1,8.7
E02001798,0.5600876658955315,0.4870327529526361,0.8157798611956655,97.9301107999513,0.20698892000487035,52.11471261597783,27.600538401267336,14.604169177009277,13.447403301602604,10.748282925653694,14.989757802144837,13.290757922641284,8.675744065550067,4.627063501626702,8.044332296,11.4926281,158.9,168.4,3.99,16.71,34.11237633754864,1110.0,2,1,9.0
E02002047,18.297365285317095,3.111346484840461,2.7009135442870384,74.27512246789355,1.6152522176618562,49.18207208405373,29.661887044987004,14.323713259741988,13.445936959702088,10.905705545950259,12.820853836946403,12.79425455512701,10.147626014097618,5.639047745710866,7.528919399,11.2725472,180.2,138.8,2.76,13.96,38.12934424980959,845.0,2,1,10.8
E02001898,18.938700823421776,2.9124733150350717,2.8209820067093627,72.7355901189387,2.59225373589509,50.05347593582887,59.43466651485756,15.187165775401072,13.888464476699772,10.435446906035141,14.545454545454545,11.398013750954927,9.06035141329259,5.836516424751719,5.50217825,11.4925411,182.3,105.5,1.97,12.12,20.895755278163048,2870.0,5,3,9.53
E02001681,4.040404040404041,1.7578381214744851,2.7417027417027415,90.77790895972714,0.6821461366915913,51.3992297817715,28.021249104253467,10.500641848523747,10.436456996148909,13.00385109114249,14.608472400513477,12.053915275994866,11.874197689345314,7.856225930680359,5.360178961,8.3944293,49.1,79.1,1.71,11.04,10.944098289473684,5244.0,8,4,6.49
E02001799,0.7589524318546232,0.6627471940138964,0.7910208444681988,97.41314804917155,0.3741314804917157,52.359094790777114,36.51188612139955,15.670367207514946,13.28992314261315,12.083689154568745,13.119128949615714,11.496584116140053,7.600341588385994,4.408625106746371,8.970253491,12.5113488,137.3,163.0,3.09,17.45,41.29442535182542,655.0,1,1,9.4
E02002048,29.876977152899826,5.272407732864675,3.17809021675454,57.76215582893967,3.910369068541301,51.717022844509955,23.875506673411987,13.279292557111274,12.232866617538688,12.232866617538688,15.136330140014739,11.215917464996314,9.624170965364776,8.931466470154753,5.241796874,10.1932785,173.8,89.9,1.27,6.46,15.818949477623576,3926.0,6,3,9.35
E02001899,31.411833626244874,3.9953134153485648,3.8664323374340945,54.528412419449324,6.19800820152314,52.0158010921343,37.319812844594324,11.397699546880446,14.1280353200883,13.570349715347973,12.025095852213315,10.456605088881144,10.456605088881144,8.469850121993726,5.383739421,9.6577351,118.7,83.2,1.24,11.79,15.447186390165156,4000.0,6,3,7.22
E02001682,0.8555021680534396,0.30469940232040316,0.9023789991796556,97.41005508027656,0.5273643501699286,50.96277278562259,10.678575030605861,12.906990313922279,12.370171548605438,12.568561092309489,14.879215777803712,12.020072353833585,10.666355467382425,6.091725989030225,6.51522983,10.2020547,135.3,97.8,2.84,16.46,16.12276211135213,3843.0,6,3,8.15
E02001800,0.8366950545345885,0.17929179740026896,0.9412819363514119,97.78873449873001,0.25399671298371435,51.62686567164179,19.842787113070145,13.701492537313435,12.014925373134329,11.970149253731343,14.791044776119403,13.746268656716417,11.716417910447761,4.164179104477612,7.758218586,11.1804102,157.9,117.7,3.01,17.15,23.46394750140371,2446.0,4,2,8.92
E02002049,7.641090678503487,6.420418516169943,3.26569435637286,81.70577045022193,0.9670259987317692,51.03415103415103,40.00432118798475,16.706750040083374,12.82667949334616,11.239377906044574,14.71861471861472,11.383678050344717,7.53567420234087,3.0784030784030785,7.351394542,12.4210734,137.9,101.8,2.41,15.59,32.35845861084681,1298.0,2,1,9.75
E02002051,8.413032906467823,6.565083481925758,3.0961257902415302,80.46685038093693,1.458907440427946,52.51360870957412,58.42738916974091,15.337816202369517,15.401857188600705,11.127121357668909,11.847582452769773,8.61351264809478,6.468139609349984,2.4655779699007363,9.933694387,12.9740972,179.1,123.3,2.53,15.69,50.909944985569986,264.0,1,1,10.05
E02002052,20.153061224489797,11.198099929627023,4.521463757916959,61.29486277269528,2.832512315270936,51.306392614527084,46.25394548770239,15.65058352203449,13.934854554955583,14.605469430412821,12.341055565232537,8.839923358299947,6.253265981536319,4.502699878070023,8.544474328,12.8517844,178.1,128.1,2.1,13.68,39.028609629959874,783.0,2,1,10.84
E02002053,23.94811768427713,14.267636823789939,5.5045871559633035,52.78392913634926,3.4957291996203734,51.330325190602146,62.065813378293484,14.236813443286136,13.692235879881748,12.836471137389138,13.521082931383226,10.471448576318656,7.873035630932006,5.694725377314454,6.41412628,11.4154854,149.1,73.5,1.2,7.41,21.025876845835796,2846.0,5,3,9.8
E02002054,28.981274695069576,12.369008761381206,4.810170073870469,49.768081085724106,4.071465383954647,52.651194307979,34.43747972947783,14.80603083178045,13.179739115703878,12.552939183466034,13.7387768931052,10.53701507707945,8.283923428765034,6.166356090123666,6.075876275,11.0138541,151.7,89.0,1.16,8.41,22.483370170709794,2593.0,4,2,10.35
E02002055,29.013122415962613,9.392414165018875,3.4963149379831027,53.33453172748517,4.7636167535502425,50.950977765871954,31.608176447334845,16.055004911152782,15.162068041789444,13.572640414322706,12.679703544959372,9.107956067506027,6.572015358514154,3.1609965175462094,7.733187144,12.262087,224.7,115.6,2.13,13.02,36.73448867586643,916.0,2,1,11.05
E02002056,8.610745724982293,6.637660629363554,3.986643731660427,79.89476879490034,0.8701811190933927,51.08064838903342,48.75635451979919,16.28977386431859,15.049029417650589,12.65759455673404,12.41745047028217,7.9347608565139085,6.233740244146488,3.442065239143486,9.465654593,13.3602804,162.5,141.7,2.44,16.14,51.183934342310266,252.0,1,1,10.3
E02002057,27.0852771039373,6.120544877775704,3.330845306960254,60.57100205262176,2.892330658704982,50.20057841216531,52.52528146156011,15.747737662095346,13.126224461237054,14.245731877973691,13.863233510588675,9.301240787386883,6.614422987218957,4.338091239854465,7.650388442,12.2637097,139.4,148.2,2.02,13.93,39.938311011904766,712.0,2,1,10.33
E02002058,32.7903891509434,8.763266509433961,3.486143867924528,51.009728773584904,3.9504716981132075,50.00369194417781,39.25161059125504,17.433360407590637,14.834231706416597,14.738241157793693,13.254079598316473,8.018902754190355,5.811120135863545,2.687735361441335,7.580876765,13.2338714,176.9,127.2,1.79,12.06,30.95770430733411,1444.0,3,2,9.59
E02002059,36.99338646769544,7.7497032389350515,3.81549940647787,44.83635746989995,6.605053416991691,49.681047507134465,29.547603466909848,16.14067483632701,14.260533825751217,13.7653181131442,13.631022326674499,9.86234681886856,6.597280510323989,4.490515360080578,7.562872765,12.3932874,217.8,120.2,1.71,12.88,37.25853995580924,881.0,2,1,10.8
E02002060,34.47572419420645,8.731130150958792,4.515163878688971,46.266829865361075,6.011151910784713,50.487483530961796,29.218623445806347,16.100131752305664,15.230566534914361,13.91304347826087,11.264822134387352,8.880105401844531,5.204216073781291,2.9776021080368906,8.464172468,13.0529031,190.5,115.9,1.74,12.2,45.65867931248065,460.0,1,1,10.78
E02002061,48.93044340558153,7.848137129905086,3.0032582518770368,33.02167445813854,7.196486754497804,49.93680662828254,39.074147506791334,19.800589804802694,14.3800028085943,13.354865889622245,11.388849880634742,8.51004072461733,4.844825165004915,3.7354304170762536,7.507229075,13.0074301,223.0,141.9,1.66,11.55,42.4913212959838,588.0,1,1,11.31
E02002062,42.244556113902846,12.328308207705192,5.13679508654383,34.1820212171971,6.108319374651033,49.27097958742845,28.971865531500168,18.619721352197864,15.800842423587861,14.569607949022572,11.45912085538395,8.34863376174533,5.540555135543795,3.585700399611189,8.731696242,12.7337334,177.2,145.8,1.48,12.5,48.402742112482855,356.0,1,1,11.59
E02002063,32.942884801548885,11.239109390125847,4.385285575992256,46.81510164569216,4.617618586640852,49.276334707179146,28.22108831322077,16.342375155755775,16.06441100354644,13.802357902808396,12.680916323205214,9.096137256781367,5.032109652065561,2.6646218729032873,6.894180166,13.1608793,150.3,105.2,1.73,13.17,28.675926969169314,1704.0,3,2,9.91
E02002064,12.919234771472023,7.1560073641239095,4.882734331225486,72.64868326262707,2.3933402705515086,49.70437839565356,53.43933047448041,14.86097794822627,14.317673378076062,13.510706295941196,13.670501757750081,9.627676573985298,6.49568552253116,3.467561521252797,7.483822299,12.3761094,154.8,100.6,1.86,13.8,28.380450129533678,1738.0,3,2,9.53
E02002065,64.07198306280874,10.381086803105152,3.140437544107269,14.177840508115738,8.22865208186309,50.126068076761456,40.761099329726555,20.50007003782042,14.946070878274268,13.706401456786665,10.883877293738617,6.730634542653033,4.020170892281833,2.6264182658635664,7.304002062,13.5649518,188.1,111.6,1.04,10.8,38.48266558183839,818.0,2,1,11.59
E02002066,47.59656132703717,8.93570650199782,4.528393267950115,33.40598135367478,5.5333575493401135,49.77594339622641,29.918821135085192,18.691037735849054,15.978773584905662,13.089622641509436,11.037735849056604,7.216981132075471,5.636792452830189,3.1014150943396226,7.548867254,13.3120882,205.3,127.7,1.25,12.56,39.58755295047418,738.0,2,1,10.66
E02002067,7.484177215189873,4.5094936708860756,3.3386075949367084,82.53164556962025,2.1360759493670884,51.873517786561266,26.14200972127438,13.818181818181818,14.909090909090908,11.494071146245059,12.711462450592887,9.1699604743083,8.964426877470355,6.766798418972332,6.815769656,10.9339374,144.1,101.0,2.12,15.19,27.84405945745076,1819.0,3,2,9.63
E02002069,15.086266390614217,8.391994478951,5.46583850931677,68.19875776397517,2.857142857142857,49.67186218211649,48.591622274502974,15.244736122504785,14.861908668307356,12.359857806945584,13.043478260869565,8.928083128247197,7.205359584358765,4.662291495761553,8.164225514,12.3760253,173.0,129.9,1.91,14.38,37.741642192192195,858.0,2,1,9.95
E02002070,44.465944272445824,16.81501547987616,5.195433436532508,26.722136222910216,6.8014705882352935,49.86694544763353,99.51686015541797,17.95286067287588,14.683520243299753,13.276943546854211,10.24520053221821,7.65063676107204,5.07508078312108,4.352784641703098,7.723072926,12.7579472,183.0,127.9,1.13,11.06,43.31685108388313,545.0,1,1,10.51
E02002071,6.583258862079237,4.110813226094727,4.259755734286565,83.7354781054513,1.310694072088174,51.61147902869757,37.79389956898687,15.202354672553348,12.891832229580574,11.788079470198676,13.524650478292862,9.63944076526858,8.88888888888889,4.532744665194997,8.163545416,12.2590277,164.0,99.3,2.1,15.51,35.73120776119403,984.0,2,1,9.92
E02002072,23.78123949344391,9.24576936008069,4.819007060405693,58.14188053345287,4.012103552616833,50.393264650492966,45.813000211944995,15.50902847014512,13.337764484324804,13.692256563642404,14.445552232192313,10.41320482995458,7.134153096266756,3.8329456076215793,6.55240864,12.3729103,162.3,96.6,1.69,12.91,29.34212784691242,1617.0,3,2,9.99
E02002073,29.500594530321045,8.977407847800238,6.492271105826397,50.416171224732466,4.613555291319858,50.75721153846153,53.966110737367714,15.673076923076923,13.401442307692307,13.942307692307693,12.968750000000002,8.966346153846153,6.502403846153847,3.5937499999999996,8.319238651,12.3121675,166.0,136.0,1.34,11.34,38.45490289873911,820.0,2,1,10.66
E02002074,20.567807968807116,6.384793468989887,5.215060314365785,64.90800536127695,2.9243328865602534,50.98930809880792,59.39732769996398,14.39105321371513,13.371021260906968,12.645938306501167,15.226742042521815,10.052845028880423,7.828437999262627,4.485682684035885,7.459385412,11.9043139,155.9,112.3,1.65,11.98,32.4885012254902,1289.0,2,1,10.06
E02002075,10.509444762449913,4.613623354321694,4.167143674871208,79.00400686891814,1.7057813394390382,51.16782499715165,46.66741483114653,14.925373134328357,13.615130454597244,12.042839238919905,14.64053776916942,10.880710949071437,7.747521932323117,5.833428278455053,7.537663368,12.1194271,116.6,126.7,2.04,15.55,32.40994266288952,1296.0,2,1,9.94
E02002076,14.678039178929609,8.77308088855563,7.1515605961196,65.610647670822,3.7866716655731563,51.80167466365604,56.41801179957397,16.22918430708439,17.320538150343403,15.137830463825383,12.69169253927933,8.730830746072067,5.513218553015335,2.8600997271615394,6.715276585,13.0124578,146.4,77.4,1.07,10.13,22.88776336441695,2527.0,4,2,8.56
E02002077,14.095378112652762,4.934301203712212,3.9051732059174857,73.82155655609667,3.2435909216208767,50.004533502584096,44.69961947266517,16.393145344092847,14.634146341463413,12.050049868528426,12.575936168283617,10.245715840058029,7.035996010517725,4.932450811496962,7.643164926,12.3366251,105.2,121.8,2.57,16.0,32.58313411810112,1276.0,2,1,9.89
E02002078,19.056316590563167,5.8751902587519025,5.814307458143075,64.5814307458143,4.67275494672755,51.01449275362319,56.41069794828675,12.540045766590389,13.348588863463004,13.76048817696415,13.806254767353165,10.968726163234173,9.473684210526317,5.797101449275362,5.874299201,10.4938107,149.2,83.2,1.55,10.9,18.201147585114807,3396.0,5,3,9.25
E02002079,13.505713955904422,6.810573704259494,5.379198891838855,71.17626688214244,3.128246565854785,51.079715138984604,45.147175108655,14.346427750976337,13.17482196186538,12.543073742246728,13.404548587181253,11.233631977946244,8.419480817826786,4.30737422467264,7.132300354,11.3839351,163.9,95.2,2.04,12.77,30.552593091621752,1484.0,3,2,9.88
E02002080,7.626659441885668,2.533188837713357,4.903820102953129,83.41912760769439,1.5172040097534545,51.07086197778953,31.119637464011515,16.16869381279746,13.02221047065045,11.89846641988366,13.551031200423056,10.312004230565838,6.729243786356426,5.433632998413538,7.76634559,11.7798881,133.4,110.5,2.52,17.39,34.90598540145985,1046.0,2,1,9.18
E02002081,8.980493191019507,2.6683842473316157,3.882959146117041,83.56643356643356,0.90172984909827,50.47899778924098,29.27355843296346,12.767133382461312,10.777450257921886,9.91156963890936,14.664701547531319,14.885777450257923,13.706705969049374,6.484893146647015,6.016335192,9.7553104,210.8,98.7,2.5,16.89,16.609533113794367,3717.0,6,3,9.22
E02002082,1.7636986301369864,5.291095890410959,6.25,85.94178082191782,0.7534246575342466,52.09906903214474,81.63767190322203,17.108730019321975,14.157737572457405,11.452661162831546,12.89302652380116,8.43140699104163,7.518004567012119,2.1078517477604075,9.445828336,13.341655,208.2,118.4,2.88,16.19,44.556600617072334,502.0,1,1,9.75
E02002083,7.567208762031198,1.4769332890806504,2.987056090275473,87.25522734815799,0.7135745104546963,51.45663392708507,44.56547176269007,13.417679374063592,12.71849508906276,9.605460296320958,16.031296820376227,12.9349092725154,10.987181621441652,6.325953054769435,4.947315184,10.2220575,144.2,96.2,2.41,16.85,10.790422663080028,5295.0,8,4,8.67
E02002084,3.454410674573758,4.462564862861379,5.366938472942921,85.73758339510749,0.9785025945144552,52.13876231074526,46.60434013955249,15.684256945465236,15.125679847126266,10.230780537997942,13.008966632368073,8.613846832279878,7.173305894458328,3.5278553579303247,8.98214096,12.8502584,155.6,145.8,2.9,15.76,43.05907743328706,554.0,1,1,9.67
E02002085,3.7087087087087087,3.4984984984984986,5.27027027027027,87.17717717717719,0.34534534534534533,53.09200603318251,45.358020934328614,15.309200603318251,14.962292609351433,11.357466063348417,12.352941176470589,9.969834087481146,6.832579185520362,4.117647058823529,8.701939573,12.6463545,163.0,129.4,3.03,15.99,39.58939523884597,737.0,2,1,9.57
E02002086,2.7177582714382176,3.3423362592842674,5.401755570560432,87.91357191087104,0.62457798784605,52.06667800646368,40.27606072585064,17.43493791461133,13.199523728525259,9.678516754550094,14.152066678006465,9.678516754550094,8.453818676645689,3.4699778873958156,9.784261255,13.0319648,156.9,160.5,3.29,15.85,50.10260779034285,290.0,1,1,9.81
E02002087,3.1443544545021442,3.3666825472447197,6.606320470065111,86.23153882801334,0.6511037001746864,52.766295707472175,52.32912828569115,16.836248012718602,16.00953895071542,10.079491255961843,12.893481717011129,8.394276629570747,5.993640699523053,3.5771065182829886,8.972306888,13.0247191,236.0,164.9,3.4,12.48,46.509553394858266,435.0,1,1,9.84
E02002088,2.117671604423117,3.087836428124348,5.57062382641352,88.92134362612143,0.30252451491758814,52.63598326359833,56.918089791713385,16.49581589958159,15.669456066945605,10.596234309623432,12.782426778242678,8.274058577405857,7.353556485355648,3.744769874476987,9.35807063,13.5637216,163.2,181.0,3.28,18.46,47.57869332189945,386.0,1,1,9.71
E02002089,5.1208927464352145,2.876627402355859,4.451332920024798,86.29882207067577,1.2523248605083697,51.00311526479751,5.3479323790686,15.202492211838006,12.809968847352025,11.750778816199377,15.352024922118378,10.218068535825545,10.46728971962617,5.308411214953271,6.228661871,11.2374752,186.0,106.6,2.59,12.25,21.665501284356537,2738.0,5,3,8.77
E02002090,22.39181482723918,1.9959745051995974,2.733981885273398,70.99966454209998,1.8785642401878564,49.44008022731071,48.94556459494971,14.725054320574962,15.744609727561423,11.800100284138392,14.123349490222298,10.479692461975597,7.337456125689454,4.780210596690623,5.364916171,11.4684937,150.8,103.2,1.6,8.46,15.850402207657813,3914.0,6,3,7.98
E02002091,13.316779926816519,1.9472033455305804,2.6267642446419237,80.5279665446942,1.5812859383167799,51.364924027813544,23.437333322144514,14.00978624774659,13.185681174349732,11.151171774401236,14.318825650270409,11.460211176925057,8.62734998712336,7.133659541591553,5.611982151,10.5609333,159.7,107.0,1.76,9.73,14.699714130582326,4209.0,7,4,7.95
E02002092,13.232462173314993,1.4167812929848693,2.998624484181568,80.66024759284733,1.6918844566712516,50.93741384063964,43.228309517987135,14.902122966639094,13.978494623655912,12.213950923628342,13.923352633030053,9.85663082437276,9.112213950923628,6.175902950096498,6.767597229,11.1564991,154.6,126.0,1.68,9.13,22.964962910532275,2509.0,4,2,8.02
E02002093,16.86836993874197,2.136560585686538,3.9145375765725383,74.80950246526221,2.27102943373674,49.64113080415996,41.20754381011005,15.02856305844441,13.490552219129926,11.571700600556612,13.886040720667935,11.967189102094625,9.374542258678776,6.796543137542112,6.149647044,11.1162903,152.1,138.3,1.66,9.53,17.908760729927007,3456.0,6,3,8.35
E02001801,23.090099349092156,7.451181911613566,1.4902363823227132,64.5426515930113,3.4258307639602603,49.72456254050551,70.50030876297807,20.7550226830849,17.709008425145818,11.163318211276733,11.665586519766688,10.353208036292935,5.557355800388853,2.624756966947505,7.635263441,16.0759005,174.2,188.0,3.03,14.67,31.896111463590486,1357.0,2,1,7.86
E02001802,3.180212014134275,1.386246262571351,0.7067137809187279,94.4550149497146,0.2718129926610492,52.563930914446374,44.34852413424954,14.781095193466328,15.919132413977774,11.366983531931986,12.545186771990895,10.657383853260143,6.788057303521221,4.1371000133886735,9.768013618,12.463318,150.8,188.4,3.28,15.94,50.39547699984407,282.0,1,1,8.36
E02001803,11.620830895260386,6.623756582796957,2.0713867758923348,77.06260971328263,2.6214160327677005,47.89301310043668,36.39671960206033,33.056768558951966,16.0589519650655,10.436681222707424,10.403930131004367,7.936681222707423,5.46943231441048,2.7292576419213974,9.540454444,17.9647879,151.3,251.9,3.09,14.3,35.638807627475764,994.0,2,1,7.83
E02001804,1.9945311243364967,0.32169856844137046,0.7881614926813576,96.54174038925527,0.3538684252855075,52.048780487804876,27.158646927558095,13.918699186991871,13.739837398373982,10.910569105691057,14.926829268292682,11.788617886178862,9.658536585365853,5.560975609756098,7.64028875,11.4913293,135.5,145.3,3.42,17.54,32.05002744320781,1339.0,2,1,8.8
E02001805,6.162515906198873,1.0179967278676605,0.9452826758771132,91.32884930012725,0.5453553899291038,51.63268987912682,43.873255598798984,12.01515424860184,12.93523362799928,11.27548259065488,15.226411690420349,14.919718563954538,10.571892476998016,7.992062060256179,5.664046823,10.1418076,183.7,124.0,3.1,15.08,22.480110434635552,2595.0,4,2,8.03
E02001806,10.52219321148825,2.610966057441253,1.5535248041775456,84.36031331592689,0.9530026109660574,49.33737220749716,26.67324780136246,15.675880348352896,14.741890697967941,12.255458790862047,13.517606967057933,12.10400100971854,8.506878707560267,3.597122302158273,9.072165464,13.6081969,178.0,311.5,3.81,15.22,63.0097599523242,50.0,1,1,8.69
E02001807,1.560152548249162,0.32358719519241885,1.051658384375361,96.75257136253322,0.3120305096498324,51.101626485177064,16.52795190206587,13.18491175452763,14.153881647248816,13.704002768485408,12.758103587495675,11.062406275233592,8.340062290921676,3.8874149267504903,7.521908085,11.3829066,130.7,125.4,2.9,16.82,27.157630003937527,1917.0,3,2,8.58
E02001808,23.43470483005367,3.2021466905187834,1.1627906976744187,71.00178890876565,1.1985688729874777,51.221226497979266,62.66547690924205,17.25531541029696,15.480583377262343,11.8784044983307,12.194693375505183,11.017395888244597,6.852925672113865,3.8130381303813037,6.13005336,13.1107585,152.4,118.8,2.74,13.91,21.177396647135417,2818.0,5,3,7.62
E02001809,1.0628465804066543,0.18484288354898337,1.0166358595194085,97.67406038200862,0.06161429451632779,51.3182382133995,29.44631700786595,12.034739454094293,10.096153846153847,12.980769230769232,12.763647642679901,14.779776674937963,14.950372208436724,4.993796526054591,6.615149348,9.5382186,142.7,110.1,2.9,16.6,22.027280935418922,2660.0,4,2,8.54
E02001810,0.899696048632219,0.27963525835866265,0.8632218844984804,97.56838905775076,0.3890577507598784,50.121624908781314,36.05996294320742,12.405740695694478,13.512527365604477,13.463877402091947,13.853077110192165,14.740938944295792,11.736803697397228,3.1014351739236194,6.957826697,11.256742,137.3,110.0,2.91,16.42,22.271988935476354,2613.0,4,2,8.53
E02001811,0.5861395241926215,0.9768992069877025,1.0573497299161017,97.11527410642455,0.2643374324790254,52.84137129575828,36.71938531293193,13.131900058105753,13.306217315514235,11.80708890180128,14.631028471818711,12.457873329459616,9.692039511911679,4.613596746077862,8.614231373,11.696592,163.8,146.4,3.3,16.78,39.488710146524184,749.0,2,1,8.46
E02001812,5.650736399158401,0.651237350966837,0.8516180743412485,91.98477106502354,0.8616371105099688,50.56925056925057,37.307899464938174,12.365112365112365,10.434610434610434,11.424611424611426,14.285714285714285,15.592515592515593,12.77101277101277,7.781407781407782,4.979511705,9.3827403,154.9,88.4,3.01,14.94,12.547276004321775,4802.0,8,4,7.74
E02001813,1.2799339388934765,0.7122213047068539,1.1044591246903386,96.46985962014864,0.4335260115606936,52.552240357625536,42.971993241761865,16.009980247426967,14.169872128079842,11.258966628547666,14.856014138683854,9.969851335897703,7.287659839900197,3.586651419066431,9.813444151,12.8210227,193.1,156.3,3.38,18.12,47.06562518680881,409.0,1,1,8.64
E02001814,1.7015070491006319,1.0533138875384864,1.166747690811862,95.31680440771349,0.761626964835521,50.355067785668176,27.342473748968274,13.02453195610071,11.910910264686894,12.76630083925113,15.251775338928342,13.105229180116204,8.731439638476436,5.971594577146546,7.383205081,11.5661213,171.2,149.7,3.49,15.77,29.227667037507945,1627.0,3,2,8.48
E02001815,2.911728647323253,0.14303228442991417,0.8888434818144667,95.62729873314262,0.4290968532897425,51.812233876830405,19.40331094136178,11.631529753868522,9.637553224633919,12.026170941946205,13.957835704642227,17.69654169695711,13.334718039256414,5.130335445009866,6.018650388,9.4098399,135.6,115.1,2.78,16.47,16.091763010879152,3849.0,6,3,8.33
E02001816,0.7503310283948801,0.20597322348094746,0.7209062821833162,98.1168162424599,0.20597322348094746,53.485952133194594,26.645415323944658,13.334324364501263,13.245131559387543,10.911253158911848,14.18165601308161,14.746543778801843,10.15311431544522,6.436747435706853,8.366508818,10.506981,172.1,167.1,3.32,18.25,39.431202856730636,752.0,2,1,8.62
E02001817,0.6127634135405768,0.44836347332237336,0.8817814975340008,97.8777462262741,0.17934538932894933,51.81965522322086,45.057854688697056,13.673198762339766,14.247826727567409,10.976867540886989,12.700751436569913,12.951230293207603,9.238249594813615,6.173567113599528,7.67558623,11.1870553,199.7,129.0,3.32,18.42,29.84691102484472,1549.0,3,2,8.56
